IP ADDR            PORT                APPLICATION                                 CLASS  DPI/AppMap  IDLE TIME MS
10.71.114.60      25201                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        404646
10.71.113.250     51544                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        358879
10.245.58.65         53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM        241711
10.71.113.250     55617                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        301182
51.104.15.252       443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        247636
172.67.147.40       443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         26664
52.41.185.110       443                APP_MOZILLA                         APP_CLASS_WEB         DPI        232986
10.71.114.60      46227                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         42679
10.71.114.60      42521                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        553343
40.79.189.59        443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI         57794
10.71.114.60      24809                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        462698
83.22.128.150       443                    APP_SSH           APP_CLASS_TUNNELING_AND_VPN         DPI         20438
10.20.21.205      51966                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        310812
23.99.206.110       443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        473154
204.79.197.203      443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        306146
199.232.190.2       443                  APP_GIPHY                         APP_CLASS_WEB         DPI        510987
147.161.248.46      443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        465609
10.71.114.60      29627                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        432560
40.91.73.169        443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        358040
52.97.201.114       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        273798
31.13.81.48        5222               APP_WHATSAPP  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI         14754
52.97.163.2         443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        211873
10.71.114.60      25150                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        220154
193.182.111.12      123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM         17810
10.71.112.203       389                   APP_LDAP              APP_CLASS_AUTHENTICATION         APM        233317
142.250.179.142      80             APP_GOOGLE_GEN                         APP_CLASS_WEB         DPI        227847
10.71.50.102      52686                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        564110
10.72.112.46      56135                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        128565
10.71.114.60       8595                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        522637
13.107.5.88         443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        405984
51.132.193.105      443              APP_MICROSOFT                         APP_CLASS_WEB         DPI         24617
10.71.114.60       8206                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        467414
216.58.214.4        443                 APP_GOOGLE                         APP_CLASS_WEB         DPI        227643
192.168.200.26      389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI           872
23.212.108.112       80                   APP_OCSP        APP_CLASS_BUSINESS_APPLICATION         DPI        219687
10.71.114.60      42913                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        492339
51.124.78.146       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI         74050
10.71.113.250     60569                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        479502
108.138.36.78       443                   APP_ONET                         APP_CLASS_WEB         DPI        184455
10.71.114.60      37525                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        347410
10.71.114.60      36147                   APP_SNMP                  APP_CLASS_MANAGEMENT         DPI        130684
10.71.114.234     52530                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        598018
104.21.59.217       443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         16853
10.71.114.60      44296                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         59853
10.71.114.60      10590                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        452760
10.71.114.60       8351                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        419868
172.217.16.46       443       APP_GOOGLE_ANALYTICS                         APP_CLASS_WEB         DPI        170483
10.29.0.5         62831                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        373288
51.141.119.73       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        127823
82.145.216.19       443           APP_OPERA_UPDATE                         APP_CLASS_WEB         DPI          5294
52.109.136.29       443              APP_OFFICE365      APP_CLASS_BUSINESS_COLLABORATION         APM        229142
10.90.8.54        58573                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        567961
40.101.80.18        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        232254
40.101.11.178       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        529596
13.107.6.158        443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        266500
10.71.114.60      17993                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        418032
10.24.112.43       5508                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI           808
142.250.179.142     443             APP_GOOGLE_GEN                         APP_CLASS_WEB         DPI        388829
54.192.231.57       443                 APP_TINDER                         APP_CLASS_WEB         DPI        172239
10.20.21.205      52398                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI          9975
10.9.0.26           389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI           872
108.138.36.20       443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        394421
10.29.0.5           389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI        374955
10.71.114.60      22400                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        319129
10.90.8.55        57744                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        570615
31.13.81.13         443               APP_FACEBOOK           APP_CLASS_SOCIAL_NETWORKING         DPI        224949
40.99.204.66        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        565150
17.253.108.253      123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        279961
52.97.176.2         443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        409593
52.97.201.82        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        109561
10.20.36.194      58256                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         36525
10.212.10.171       389                   APP_LDAP              APP_CLASS_AUTHENTICATION         APM        262240
52.109.88.193       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        232134
192.168.1.172      7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        444697
10.71.114.60      33236                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        539874
91.209.0.19         123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        226199
23.214.154.117      443              APP_OFFICE365      APP_CLASS_BUSINESS_COLLABORATION         DPI        247159
104.208.16.88       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        137207
10.71.114.60      20529                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        159159
51.104.162.50       443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        165317
208.89.12.87        443             APP_LIVEPERSON                         APP_CLASS_WEB         DPI        560499
17.36.202.160       443                 APP_ITUNES                       APP_CLASS_MEDIA         DPI        575759
10.71.114.60      46526                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         43234
104.46.162.226      443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        467535
18.65.39.79         443                  APP_HTTP2                         APP_CLASS_WEB         DPI        121495
10.20.36.194      58262                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         51262
10.29.0.5           135                APP_MS_DFSR             APP_CLASS_NETWORK_SERVICE         DPI        374089
142.250.179.163     443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        104341
192.168.0.53       7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         36287
142.250.179.138     443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        104462
216.58.208.202      443                    APP_FCM                         APP_CLASS_WEB         DPI        402268
10.24.112.19      61516                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        372787
104.26.14.136       443             APP_CLOUDFLARE              APP_CLASS_INFRASTRUCTURE         DPI        514216
3.120.196.152       443                 APP_AMAZON                         APP_CLASS_WEB         DPI         40155
172.217.168.238     443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        131632
10.71.113.250     51592                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        359338
172.217.168.195     443                APP_GSTATIC                         APP_CLASS_WEB         DPI        226309
10.71.114.60      23203                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        123136
185.46.213.65        80                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         89567
52.97.200.178       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI         86385
10.71.50.102      60885                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        590105
10.71.114.234     54358                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        345095
142.251.36.3        443             APP_GOOGLE_API                         APP_CLASS_WEB         DPI        493020
10.71.114.60      29011                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        588511
10.71.112.203     61638                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        373682
10.52.112.11      50592                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        373325
54.164.187.128      443                 APP_TINDER                         APP_CLASS_WEB         DPI        570011
10.71.113.250     63673                APP_MS_DFSR             APP_CLASS_NETWORK_SERVICE         DPI        425274
10.71.114.119     61356                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        471655
10.71.100.12      58753                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        213785
10.71.112.203     59612                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        373727
146.185.43.103      443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI         77155
54.148.148.62       443                APP_MOZILLA                         APP_CLASS_WEB         DPI        233432
192.168.0.213      7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        565677
10.71.113.250     59646                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        239493
10.71.114.119     52487                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        341959
10.71.114.60       4979                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        174472
10.71.112.203     61639                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        373411
10.71.100.12      58750                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        214246
10.71.114.60      52620                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        471895
10.71.114.60      12005                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         58698
216.58.214.10       443                    APP_FCM                         APP_CLASS_WEB         DPI        182296
192.168.1.42       7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        584508
52.112.120.2        443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        136742
10.236.19.100        53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM         76284
17.253.73.207       443         APP_APPLE_LOCATION                         APP_CLASS_WEB         DPI        210916
165.225.192.38       80                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        288452
10.24.112.19        135                APP_MS_DFSR             APP_CLASS_NETWORK_SERVICE         DPI        373329
10.71.114.60      19728                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        527715
52.112.115.58       443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        140478
10.72.112.47      64884                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        389368
52.109.76.225       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        234385
10.71.114.60      21370                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        267094
52.97.152.210       443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        472653
216.58.208.110      443             APP_GOOGLE_GEN                         APP_CLASS_WEB         DPI        138912
13.105.28.48        443               APP_ONEDRIVE                         APP_CLASS_WEB         DPI        453783
10.20.36.194      57689                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        318564
10.20.34.9        62858                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        258227
10.71.114.60      14544                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        299860
10.71.104.215       443                  APP_HTTP2                         APP_CLASS_WEB         DPI        136532
18.66.192.98        443                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        234173
52.112.115.9        443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        191040
10.71.114.60      50353                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        112331
194.58.207.148      123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        118507
10.24.112.43       8037                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         46183
3.85.156.53         443              APP_GRAMMARLY                         APP_CLASS_WEB         DPI        598397
84.53.158.230        80                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        139344
142.250.75.10       443            APP_GOOGLE_PLAY                       APP_CLASS_MEDIA         DPI        203909
34.71.91.64         443           APP_UNCLASSIFIED                APP_CLASS_UNCLASSIFIED         DPI        482043
10.71.114.60      52328                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        331003
10.71.114.60      50570                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        235991
10.71.114.60      52367                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        343315
10.52.112.11      61636                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        373071
20.54.232.160       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        128058
82.145.217.121      443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        279702
10.251.52.10         53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM        328089
192.168.100.8      7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        342480
52.97.250.194       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        527418
10.20.36.194      58186                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         80808
142.250.186.195      80                   APP_OCSP        APP_CLASS_BUSINESS_APPLICATION         DPI        204312
172.67.5.69         443             APP_CLOUDFLARE              APP_CLASS_INFRASTRUCTURE         DPI        184610
10.71.113.250     50080                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        379502
10.104.61.84        389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI         57862
20.189.173.13       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        222898
52.97.137.194       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        169576
10.71.114.60      43073                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        298767
10.71.114.60      28498                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        590235
10.71.114.60      27078                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        178025
10.71.114.234     54866                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        268008
18.156.205.85       443                  APP_APPLE                         APP_CLASS_WEB         DPI        575666
13.104.208.162      443               APP_ONEDRIVE                         APP_CLASS_WEB         DPI        253590
52.157.250.241      443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        261778
99.83.230.239       443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        176080
10.71.114.60      43700                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         12968
10.71.114.60      11914                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        470237
10.71.114.60       9643                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        407713
145.14.152.92     57855                    APP_FTP                APP_CLASS_FILE_SHARING         DPI          6453
10.52.112.28       5508                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI         12229
10.71.114.60       6728                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        467507
31.13.81.9          443               APP_FACEBOOK           APP_CLASS_SOCIAL_NETWORKING         DPI        226441
40.90.65.28         443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        189955
10.71.112.196     59627                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        194769
10.116.17.49       7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        444549
10.34.196.3          53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM        303921
13.94.251.244       443                  APP_SKYPE      APP_CLASS_BUSINESS_COLLABORATION         DPI        195977
10.71.30.46         443                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI          2737
192.168.1.5          80                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        115168
194.58.205.20       123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        363471
192.168.31.233     7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        423132
142.250.75.3        443             APP_GOOGLE_GEN                         APP_CLASS_WEB         DPI        203092
10.71.114.60      24572                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        212755
10.71.112.31       8037                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         46093
10.71.114.60       5742                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        526675
104.21.49.121       443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        436551
10.104.64.9         389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI         57862
52.109.12.18        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        175839
10.71.113.250     63662                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        424480
10.71.114.60      15941                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        559144
17.36.202.159       443                 APP_ITUNES                       APP_CLASS_MEDIA         DPI        203195
67.26.15.254         80         APP_WINDOWS_UPDATE                         APP_CLASS_WEB         DPI        461716
10.71.114.60      13022                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         60829
40.99.150.50        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        298521
152.199.21.175      443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        515671
10.71.114.60      35475                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        524650
10.20.32.23       61042                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        182511
10.71.112.196       123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM         34404
40.99.204.114       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        225043
54.83.75.176        443                 APP_TINDER                         APP_CLASS_WEB         DPI        205265
10.71.114.60      32977                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        528745
10.71.114.60      30466                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        591920
194.58.204.20       123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        205629
194.58.202.20       123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        357203
192.168.0.106      7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI          1417
13.89.179.9         443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        194863
10.9.0.10            53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM        166694
10.16.65.183         53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM         86523
10.71.114.49        443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI         84632
40.126.32.138       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        300868
10.71.114.60       7732                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        236887
10.23.112.56       8037                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         46151
10.71.114.60      20465                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         66339
10.71.114.60      38788                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        351907
72.247.182.161      443                  APP_APPLE                         APP_CLASS_WEB         DPI         46341
83.168.200.198      123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        390472
20.54.24.246        443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        355337
52.114.132.52       443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        480269
40.101.8.162        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        403952
51.104.164.114      443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        266901
10.71.114.60      17048                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        162677
20.42.73.27         443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        597623
10.71.114.60      45868                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        560482
10.71.50.102      60884                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        592111
52.114.159.226      443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI         69448
18.66.192.15        443                APP_MOZILLA                         APP_CLASS_WEB         DPI        144425
34.117.123.243      443           APP_UNCLASSIFIED                APP_CLASS_UNCLASSIFIED         DPI        482073
10.71.114.60      50307                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         11180
20.54.37.64         443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        136859
20.190.190.97       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        223593
35.165.150.40      9930                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        118720
10.71.114.60      22678                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        239447
20.54.24.169        443    APP_WINDOWS_MARKETPLACE                         APP_CLASS_WEB         DPI        368929
10.15.1.65        62904                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        203862
10.71.113.250     53848                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        599503
34.107.221.82        80                APP_MOZILLA                         APP_CLASS_WEB         DPI          1327
54.229.77.151       443                 APP_AMAZON                         APP_CLASS_WEB         DPI        149319
104.26.13.204       443             APP_CLOUDFLARE              APP_CLASS_INFRASTRUCTURE         DPI        514201
10.111.129.10        53                    APP_DNS             APP_CLASS_NETWORK_SERVICE         APM         28986
10.20.19.68       59718                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        280884
8.8.8.8             443                    APP_DNS             APP_CLASS_NETWORK_SERVICE         DPI        402888
10.24.112.43       8037                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        312867
54.228.157.254      443                 APP_AMAZON                         APP_CLASS_WEB         DPI        149413
10.23.54.13        9990                 APP_SPLUNK                         APP_CLASS_WEB         DPI          2477
10.71.100.11      54319                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        306832
10.71.114.60      34415                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        199122
142.250.179.162     443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        131515
44.224.180.80      9930                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        120921
10.71.114.60      46075                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        132685
10.71.114.60      29223                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        160161
10.71.114.60      44927                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        439134
10.71.114.60      30897                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        402695
10.15.2.10        53453                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        461551
10.71.114.60      29001                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        129875
40.99.204.82        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        391389
142.250.75.10       443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        405311
20.42.72.131        443              APP_MICROSOFT                         APP_CLASS_WEB         DPI         85585
172.217.168.195     443                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         76605
10.71.114.60      31366                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         80476
10.72.112.160     10123                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        193370
10.71.114.60      11719                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI         46655
10.71.114.60      43822                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        242624
165.225.24.20       443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI         37305
52.114.77.98        443               APP_MS_TEAMS  APP_CLASS_INTERNET_INSTANT_MESSAGING         DPI        130492
10.71.112.203         0                   APP_ICMP             APP_CLASS_NETWORK_SERVICE         DPI        181351
10.20.33.13       51442                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        281688
10.20.36.194      57629                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        351284
34.246.54.182       443                  APP_ADOBE        APP_CLASS_BUSINESS_APPLICATION         DPI        584749
192.168.1.152      7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        156311
10.20.37.49       56198                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        111882
31.13.81.21         443               APP_FACEBOOK           APP_CLASS_SOCIAL_NETWORKING         DPI        226441
10.71.112.196     59633                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        194309
13.107.6.163        443              APP_OFFICE365      APP_CLASS_BUSINESS_COLLABORATION         DPI        246723
2.18.105.186        443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        274225
10.20.32.81       53417                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        506297
147.78.228.41       123                    APP_NTP             APP_CLASS_NETWORK_SERVICE         APM        241337
52.98.207.242       443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        517670
10.20.36.194      58057                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        126487
10.71.114.60      26080                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        234510
142.251.36.14       443             APP_GOOGLE_GEN                         APP_CLASS_WEB         DPI        436469
10.104.64.99        389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI         57862
165.160.32.199      443                    APP_SSL           APP_CLASS_TUNNELING_AND_VPN         DPI        487070
52.109.12.20        443                APP_OUTLOOK        APP_CLASS_BUSINESS_APPLICATION         DPI        263910
10.71.114.60      44837                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        493743
20.189.173.10       443              APP_MICROSOFT                         APP_CLASS_WEB         DPI        189625
10.52.112.11        389                   APP_LDAP              APP_CLASS_AUTHENTICATION         APM        359883
17.248.172.240      443                 APP_ICLOUD          APP_CLASS_STORAGE_AND_BACKUP         DPI        204486
10.71.114.60      51683                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        372029
10.71.112.84         88                   APP_KRB5              APP_CLASS_AUTHENTICATION         APM         58276
10.71.114.60      33179                    APP_UDP               APP_CLASS_OTHER_TCP_UDP         DPI        191251
10.90.8.54        58574                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI        567961
10.9.0.10           389                   APP_LDAP              APP_CLASS_AUTHENTICATION         DPI           872
147.161.249.114    7680                    APP_TCP               APP_CLASS_OTHER_TCP_UDP         DPI          5264
