SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.121     44.232.218.68      4255       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.20.33.13        10.239.30.58     51447      53048      6     0                        Web Services Dynamic Discovery      CLOSING  AllowAny        1878        1437              0
10.239.30.157      10.104.64.10     20240        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.152      10.34.230.11     59675         53     17     0                                                   dns          N/A  AllowAny          58           0              0
10.239.30.19      10.230.134.18     60970         53     17     0                                                   dns          N/A  AllowAny          71          87              0
10.239.30.18      10.72.112.160     53578      10123      6     0                                                   ssl  ESTABLISHED  AllowAny        6278        4895          12602
10.20.32.23       10.239.30.155     62872      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      116099      117478          10655
10.20.36.194      10.239.30.155     58186      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny        1180        4499              1
10.239.30.58      52.39.184.169     58187       9930     17     0                                                   wtp          N/A  AllowAny         103         128              0
10.239.30.155       10.23.50.53     61686         53     17     0                                                   dns          N/A  AllowAny          67         215              0
10.239.30.152       10.71.50.53     59765         53     17     0                                                   dns          N/A  AllowAny          79          95              0
10.239.30.151       10.23.50.53     55559         53     17     0                                                   dns          N/A  AllowAny          80         296              0
10.239.30.24      40.126.32.138     61016        443      6     0                                             Microsoft      CLOSING  AllowAny        6228       19138              0
10.239.30.152       10.71.50.53     59173         53     17     0                                                   dns          N/A  AllowAny          92         108              0
10.239.30.152       10.71.50.53     57705         53     17     0                                                   dns          N/A  AllowAny         102         162              0
10.239.30.151       10.23.50.53     65515         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.16      10.230.134.18     63810         53     17     0                                                   dns          N/A  AllowAny          71          87              0
10.239.30.152       10.71.50.53     57679         53     17     0                                                   dns          N/A  AllowAny          72          88              0
10.239.30.115     40.108.241.27     64533        443      6     0                                     sharepoint_online       CLOSED  AllowAny        3786        2600            124
10.239.30.19      172.67.71.159     52131        443      6     0                                            cloudflare  ESTABLISHED  AllowAny      665129      693306           5058
10.239.30.17      3.120.221.108     54161        443      6     0                                                amazon      CLOSING  AllowAny        1764        6411              1
10.239.30.152      10.245.58.64     59903         53     17     0                                                   dns          N/A  AllowAny         100         177              0
10.239.30.24        20.50.73.10     61216        443      6     0                                        TencentMeeting      CLOSING  AllowAny       14665        8551             36
10.239.30.64      52.97.144.178     60547        443      6     0                                               outlook      CLOSING  AllowAny       50797       22601            488
10.239.30.121     44.232.218.68      4246       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.157         10.9.0.10     24687        389     17     0                                                  ldap          N/A  AllowAny         109           0              0
10.239.30.121      100.21.10.50      4302       9930     17     0                                                   udp          N/A  AllowAny         100          90              0
10.239.30.24       216.58.214.4     61326        443      6     0                                                google  ESTABLISHED  AllowAny        5875      131384            146
10.239.30.152       10.71.50.53     59153         53     17     0                                                   dns          N/A  AllowAny          68         132              0
10.239.30.71        10.71.50.53       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.22      52.97.200.162     52394        443      6     0                                               outlook  ESTABLISHED  AllowAny      253037      401406           1049
10.239.30.155     52.97.137.194     63045        443      6     0                                             office365      CLOSING  AllowAny        5055        2458              0
10.239.30.115     10.230.134.18     50955         53     17     0                                                   dns          N/A  AllowAny          74         317              0
10.71.114.60      10.239.30.180     21370        161     17     0                                                  snmp          N/A  AllowAny        1307        1057              0
10.239.30.152       10.71.50.53     57941         53     17     0                                                   dns          N/A  AllowAny          71         103              0
10.239.31.178     52.114.76.234     61689        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny       15135       20805            760
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.121     44.224.180.80      4283       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.64      52.114.132.52     60619        443      6     0                                       Microsoft Teams       CLOSED  AllowAny       23929       20189            187
10.71.114.60      10.239.30.179     26277        161     17     0                                                  snmp          N/A  AllowAny        2299        1091              0
10.239.30.155     52.97.137.194     63044        443      6     0                                             office365      CLOSING  AllowAny        5058        2739              0
10.239.30.19       148.139.7.68     51343        443      6     0                                           Service Now  ESTABLISHED  AllowAny        4110        4641             58
10.239.30.152       10.23.54.13     53648       9990      6     0                                            Splunk.com  ESTABLISHED  AllowAny       58307        8309             73
10.29.0.5          10.239.30.24     57605        137     17     0                                                  nbns          N/A  AllowAny         131          78              0
192.168.0.18            8.8.4.4     61336         53     17     0                                                   dns          N/A  AllowAny          61         166              0
10.239.30.152         10.10.1.5     58994         53     17     0                                                   dns          N/A  AllowAny          97           0              0
10.239.30.157      10.104.61.84     23909        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.58      52.39.184.169     53125       9930     17     0                                                   wtp          N/A  AllowAny         103         128              0
10.239.30.24     216.58.208.110     61342        443      6     0                                            google_gen  ESTABLISHED  AllowAny        3362       25468            144
10.239.30.16    142.250.179.162     58811        443     17     0                                                   udp          N/A  AllowAny        3825        3079              8
10.239.30.115     10.72.112.160     64547        443      6     0                                                   ssl      CLOSING  AllowAny       17928       15990              0
10.239.30.16      10.230.134.18     55162         53     17     0                                                   dns          N/A  AllowAny          66          82              0
10.239.30.152      10.71.112.84     53628         88      6     0                                                  krb5       CLOSED  AllowAny        2063         309              0
10.239.30.25      52.112.120.14     55748        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny      102884      360202           2985
10.239.30.18       52.97.137.66     63139        443      6     0                                               outlook  ESTABLISHED  AllowAny      252033      118161           5090
10.239.30.24       87.116.46.90     61009         80      6     0                                                  http       CLOSED  AllowAny         487         571             44
10.239.30.152       10.71.50.53     59677         53     17     0                                                   dns          N/A  AllowAny          88         212              0
10.239.30.78    212.181.170.177       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.155       10.23.50.53     63146         53     17     0                                                   dns          N/A  AllowAny          67         215              0
10.239.30.152       10.71.50.53     59002         53     17     0                                                   dns          N/A  AllowAny         172         252             98
10.239.30.19    147.161.249.114     51300       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.149     10.71.114.234     48188        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.19      104.21.59.217     51838        443     17     0                                                   udp          N/A  AllowAny        2424        3832              0
10.239.30.19      52.232.19.237     52126        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      261263      152855           5055
10.239.30.115     142.251.36.33     64553        443      6     0                                            google_gen      CLOSING  AllowAny        1127        8894             74
10.239.30.22      10.230.134.18     58323         53     17     0                                                   dns          N/A  AllowAny          77         196              0
10.239.30.177     10.230.128.19     50153        162     17     0                                                  snmp          N/A  AllowAny   311671484           0         839365
10.239.30.64      10.230.134.18     62348         53     17     0                                                   dns          N/A  AllowAny          62         143              0
10.239.30.24     52.113.195.132     61040        443      6     0                                       Microsoft Teams      CLOSING  AllowAny        1822       19643             71
10.20.36.194      10.239.30.155     50328        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         624         788              1
192.168.0.18            8.8.4.4     59253         53     17     0                                                   dns          N/A  AllowAny          87         230              0
192.168.0.18            8.8.4.4     50946         53     17     0                                                   dns          N/A  AllowAny          70          86              0
192.168.0.196       13.107.5.88     56856        443      6     0                                               outlook       CLOSED  AllowAny        2043        7748             96
10.239.30.152       10.71.50.53     59973         53     17     0                                                   dns          N/A  AllowAny          77         219              0
10.239.30.157         10.10.1.5     49461        389     17     0                                                  ldap          N/A  AllowAny         108           0              0
10.239.30.152   205.251.197.181     58963         53     17     0                                                   dns          N/A  AllowAny          82         251              0
10.239.30.71      194.58.204.20       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.155     3.120.221.108     63015        443      6     0                                                amazon      CLOSING  AllowAny        1764        6411              0
10.239.30.64       148.139.7.68     63606        443      6     0                                           Service Now  ESTABLISHED  AllowAny       32285       50983           3364
10.239.30.152       10.71.50.53     59135         53     17     0                                                   dns          N/A  AllowAny          88         207              0
10.239.30.152       10.71.50.53     58808         53     17     0                                                   dns          N/A  AllowAny          75          91              0
10.239.30.169     10.71.104.141      5272       5246     17    48                                                  dtls          N/A  AllowAny    84734993    18220262         839354
10.239.30.24      67.27.250.126     61403         80      6     0                                        windows_update      CLOSING  AllowAny        2181       13768            109
10.71.114.119     10.239.30.151     51991        135      6     0                                                  krb5      CLOSING  AllowAny         798        4876             13
10.239.30.17       10.23.112.56     54184       5508      6     0                                                   ssl      CLOSING  AllowAny        2994        3024              1
10.239.30.152      10.71.122.71     59971         53     17     0                                                   dns          N/A  AllowAny          82          98              0
10.239.30.152     10.71.112.203     53634        135      6     0  Microsoft DFSR (Distributed File System Replication)      CLOSING  AllowAny         898         704             13
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.24       10.24.112.19     62002        389     17     0                                                  ldap          N/A  AllowAny         462         430              0
10.239.30.152       10.71.50.53     58548         53     17     0                                                   dns          N/A  AllowAny          81         161              0
10.71.114.60      10.239.30.178     33833        161     17     0                                                  snmp          N/A  AllowAny         341         164              0
192.168.0.115      52.97.190.34     44918        443      6     0                                               outlook       CLOSED  AllowAny        9332       15661            124
192.168.0.18     157.240.229.63     61844        443      6     0                                             instagram       CLOSED  AllowAny       41119     1790735             38
10.239.30.115     108.138.36.78     64565        443      6     0                                                  onet       CLOSED  AllowAny         989        4345              0
10.239.30.121     44.232.218.68      4254       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.31.178    165.225.29.187     61964        443      6     0                                                   ssl      CLOSING  AllowAny        1755        3721             15
10.239.30.21       10.72.112.13     53648       8037      6     0                                                   tcp     SYN_SENT  AllowAny         260           0             15
10.239.30.152       10.71.50.53     57865         53     17     0                                                   dns          N/A  AllowAny          85         101              0
10.239.30.64     54.228.157.254     60726        443      6     0                                                amazon      CLOSING  AllowAny        3687        1367             60
10.239.30.115     3.120.221.108     64536        443      6     0                                                amazon      CLOSING  AllowAny        1764        6451              0
10.239.30.24     52.113.194.132     61153        443      6     0                                       Microsoft Teams       CLOSED  AllowAny         662        4869              0
10.239.30.152       10.71.50.53     57704         53     17     0                                                   dns          N/A  AllowAny         159         363             72
10.239.30.115     52.97.144.178     64587        443      6     0                                               outlook  ESTABLISHED  AllowAny        6004        3484              0
10.239.30.16       40.99.214.34     49307        443      6     0                                               outlook       CLOSED  AllowAny       54625      128617           2986
10.239.30.25      52.159.49.199     55831        443      6     8                                       Skype and Teams  ESTABLISHED  AllowAny       98861       25730           2885
10.239.30.152      10.71.112.84     53585         88      6     0                                                  krb5       CLOSED  AllowAny        2662         309              0
10.239.30.58      52.39.184.169     60146       9930     17     0                                                   wtp          N/A  AllowAny         103         128              0
10.239.30.24      10.72.112.160     61486        443      6     0                                                   ssl      CLOSING  AllowAny        9060       13873              0
10.239.30.115     10.230.134.18     61531         53     17     0                                                   dns          N/A  AllowAny          53         117              0
10.20.0.226       10.239.30.155     51387      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny       83786       86179            216
10.239.30.16      10.230.134.18     52910         53     17     0                                                   dns          N/A  AllowAny          79          95              0
10.71.113.243     10.239.30.126       N/A        N/A      1     0                                                  icmp          N/A  AllowAny          60          60              0
10.239.30.152       10.71.50.53     58254         53     17     0                                                   dns          N/A  AllowAny          99         127              0
192.168.0.18    199.232.138.248     61841        443      6     0                                               spotify       CLOSED  AllowAny        2812      111075             39
10.239.30.22       10.71.112.31     52558       5508      6     0                                                   tcp     SYN_SENT  AllowAny         208           0              7
10.239.30.152         10.10.1.3     59278         53     17     0                                                   dns          N/A  AllowAny          58           0              0
10.239.30.152       10.71.50.53     59916         53     17     0                                                   dns          N/A  AllowAny          91         307              0
10.239.30.24      52.109.88.193     61296        443      6     0                                               outlook      CLOSING  AllowAny        1347        7956            106
10.239.30.25       10.71.114.72     55934        443      6     0                                                   ssl  ESTABLISHED  AllowAny      139568      376980           2721
10.239.31.178      148.139.7.68     61654        443      6     0                                           Service Now  ESTABLISHED  AllowAny       88259      219785            893
10.239.30.152      10.71.112.84     53621         88      6     0                                                  krb5       CLOSED  AllowAny        2063         309              0
10.239.30.23      3.120.221.108     56778        443      6     0                                                amazon  ESTABLISHED  AllowAny        4420        6924             32
10.239.30.23    147.161.249.114     56724       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
192.168.0.196      40.101.8.162     42892        443      6     0                                               outlook       CLOSED  AllowAny        4012        8842             95
10.20.37.27       10.239.30.155     28297      65352      6     0                                                   tcp  ESTABLISHED  AllowAny        2079        6190              5
10.239.30.24     104.212.67.154     61373        443      6     0                                                HTTP/2      CLOSING  AllowAny        1325        9111              0
10.239.30.149     10.71.114.234     22366        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.58      52.39.184.169     55718       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.152       10.71.50.53     64685         53     17     0                                                   dns          N/A  AllowAny          80         296              0
10.239.30.121     44.232.218.68      4250       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
192.168.0.115           8.8.4.4     65005         53     17     0                                                   dns          N/A  AllowAny          75         197              0
10.20.37.27       10.239.30.155     28304      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny        1263        6422              0
10.239.30.152      10.71.112.84     53638         88      6     0                                                  krb5       CLOSED  AllowAny        2230        2222              0
10.239.30.152       10.71.50.53     58942         53     17     0                                                   dns          N/A  AllowAny          74          90              0
10.239.30.23      3.120.196.152     56613        443      6     0                                                amazon      CLOSING  AllowAny       15137        9055            454
10.20.33.13        10.239.30.58     51442       3910      6     0                        Web Services Dynamic Discovery      CLOSING  AllowAny        1832        1434              0
10.239.30.152       10.71.50.53     57753         53     17     0                                                   dns          N/A  AllowAny         102         156              0
10.239.30.115       172.67.5.69     64557        443      6     0                                            cloudflare  ESTABLISHED  AllowAny        1767        3869             90
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.152       10.71.50.53     59655         53     17     0                                                   dns          N/A  AllowAny          91         201              0
10.239.30.152       10.71.50.53     59405         53     17     0                                                   dns          N/A  AllowAny          67          83              0
10.239.30.121     44.224.180.80      4296       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
192.168.0.18      104.81.60.123     61854        443      6     0                                              linkedin       CLOSED  AllowAny        1826        8677             20
10.239.30.24      40.101.121.34     61302        443      6     0                                               outlook      CLOSING  AllowAny        4655        7070            104
10.239.30.155       20.54.37.73     54138        443      6     0                                             Microsoft  ESTABLISHED  AllowAny      502737      590854         118927
10.20.37.27       10.239.30.155     28275        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              1
10.239.30.152       10.71.50.53     58248         53     17     0                                                   dns          N/A  AllowAny          82         114              0
10.239.30.152       10.71.50.53     59795         53     17     0                                                   dns          N/A  AllowAny          87         208              0
10.239.30.24        20.54.37.73     60988        443      6     0                                             Microsoft  ESTABLISHED  AllowAny        3802        6282            220
10.239.30.16       13.89.178.27     50081        443      6     0                                             Microsoft       CLOSED  AllowAny        2937        7877             19
10.239.30.121      52.32.28.115      4232       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.20.37.27       10.239.30.155     28305      65352      6     0                                                   tcp  ESTABLISHED  AllowAny         903        4670              0
10.239.30.16    142.250.179.163     54376        443     17     0                                                   udp          N/A  AllowAny        1673        2325              0
10.239.30.19       148.139.7.68     51325        443      6     0                                           Service Now      CLOSING  AllowAny        4484        5247             60
10.239.30.157      10.104.64.99     22134        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.24        20.50.73.10     61131        443      6     0                                        TencentMeeting      CLOSING  AllowAny      479930       16253             50
192.168.0.148     17.57.146.163     58691       5223      6     0                                                  apns  ESTABLISHED  AllowAny       10105        5724             73
10.239.30.121      100.21.10.50      4305       9930     17     0                                                   udp          N/A  AllowAny         100          90              0
10.239.30.152       10.71.50.53     58056         53     17     0                                                   dns          N/A  AllowAny          85         101              0
10.239.30.23      18.196.241.73     56074        443      6     0                                                   ssl  ESTABLISHED  AllowAny      874471       33541           2460
10.239.30.22      40.79.141.152     61004        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny      392085       55159           2400
10.239.30.24     52.142.237.134     61203        443      6     0                                             office365      CLOSING  AllowAny        1277        9701             76
10.239.30.24        20.50.73.10     61150        443      6     0                                        TencentMeeting       CLOSED  AllowAny        7369        6748            127
10.239.30.22     52.114.254.215     50033       3478     17     0                                       Microsoft Teams          N/A  AllowAny       25580       22588           2006
10.239.30.21      52.97.151.146     53661        443      6     0                                               outlook      CLOSING  AllowAny        5818        6923             60
10.239.30.152      10.71.112.84     53586         88      6     0                                                  krb5       CLOSED  AllowAny        2662         309              0
10.239.31.178     3.120.221.108     61971        443      6     0                                                amazon      CLOSING  AllowAny        1764        6411              0
10.239.30.24       13.107.138.9     61063        443      6     0                                     sharepoint_online       CLOSED  AllowAny        1058        6086             66
10.239.31.178    165.225.29.187     61942        443      6     0                                                   ssl      CLOSING  AllowAny        1755        3681             15
10.239.30.24       13.107.138.9     61137        443      6     0                                     sharepoint_online       CLOSED  AllowAny        1052        6086             62
10.239.30.152       10.71.50.53     58683         53     17     0                                                   dns          N/A  AllowAny         110         183              0
10.239.30.152       10.71.50.53     58041         53     17     0                                                   dns          N/A  AllowAny          73         121              0
10.239.30.155       10.71.50.53     63146         53     17     0                                                   dns          N/A  AllowAny          67         199              0
10.239.30.151       10.72.54.13     55049       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5650        4066             30
10.239.30.152      10.34.230.11     58249         53     17     0                                                   dns          N/A  AllowAny          97           0              0
10.239.30.152       10.71.50.53     57666         53     17     0                                                   dns          N/A  AllowAny          73         154              0
10.239.30.158     10.230.134.17     50302         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.152       10.104.64.9     57993         53     17     0                                                   dns          N/A  AllowAny         106           0              0
10.239.30.149     10.71.114.234     49010        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.17      165.160.32.86     54164        443      6     0                                                   ssl      CLOSING  AllowAny        2952        7604             31
10.239.30.152       10.104.64.9     57791         53     17     0                                                   dns          N/A  AllowAny          61           0              0
10.239.30.157        10.16.5.12     58124        389      6     0                                                  ldap       CLOSED  AllowAny        2162         597            902
10.239.30.115     99.83.230.239     64570        443      6     0                                                 https  ESTABLISHED  AllowAny        1759        5341             90
10.239.30.23     152.199.21.175     56640        443      6     0                                                   ssl  ESTABLISHED  AllowAny        5653       22677            427
10.239.30.115     52.232.19.237     63131        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      350583      292027           6861
10.239.30.155       10.71.50.53     61276         53     17     0                                                   dns          N/A  AllowAny          65         188              0
10.239.31.178     3.120.196.152     61864        443      6     0                                                amazon  ESTABLISHED  AllowAny       12874        8344            357
10.239.30.152       10.71.50.53     58211         53     17     0                                                   dns          N/A  AllowAny         100         180              0
10.239.30.24      20.190.159.22     61274        443      6     0                                             office365      CLOSING  AllowAny        6381       16466              3
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.64       10.13.64.110     60721        443      6     0                                                   ssl       CLOSED  AllowAny        2903        1061             33
10.239.30.152       10.72.54.13     53617       9990      6     0                                            Splunk.com       CLOSED  AllowAny       26700        6266             30
10.239.31.178    165.225.29.187     61915        443      6     0                                                   ssl      CLOSING  AllowAny        1755        3681             15
10.239.30.115      146.59.70.47     64558        443      6     0                                                 https      CLOSING  AllowAny       27154     2938364             54
10.239.30.115     20.190.159.69     64532        443      6     0                                             office365       CLOSED  AllowAny        8051       12013              0
10.239.30.152       10.23.50.53     65061         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.152      10.71.112.84     53566         88      6     0                                                  krb5       CLOSED  AllowAny        2924        2943              0
10.239.30.17      192.168.100.8     54151       7680      6     0                                                   tcp     SYN_SENT  AllowAny         260           0             15
10.20.49.73       10.239.30.155     63117      65352      6     0                                                   tcp  ESTABLISHED  AllowAny       54695       56914           8405
10.239.30.152       10.71.50.53     59743         53     17     0                                                   dns          N/A  AllowAny          72         120              0
10.239.30.155     40.101.121.34     63026        443      6     0                                               outlook      CLOSING  AllowAny        5101        3223              0
10.239.30.24      40.126.32.160     61462        443      6     0                                             Microsoft      CLOSING  AllowAny        4461        7470              0
10.239.30.23      52.232.19.237     56648        443      6     0                                         windows_azure  ESTABLISHED  AllowAny       26140       20578            427
10.239.30.148       10.71.50.53       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.20.36.194      10.239.30.155     59546      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny        3430       18181           6694
10.239.30.157      10.104.64.99     35525        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.157      10.104.64.10     10723        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.152       10.71.50.53     59569         53     17     0                                                   dns          N/A  AllowAny         197         386            145
10.239.30.152      10.71.112.84     53579         88      6     0                                                  krb5       CLOSED  AllowAny        2616         309              0
10.239.30.18        13.69.68.64     61339        443      6     0                                             Microsoft   SERVER_FIN  AllowAny        3023        7756            131
10.239.30.155       10.71.54.15     63014       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5968        4066             30
10.239.30.151       10.71.50.53     54745         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.152       10.71.50.53     57855         53     17     0                                                   dns          N/A  AllowAny         123         245              0
192.168.0.18            8.8.4.4     61723         53     17     0                                                   dns          N/A  AllowAny          59         144              0
10.239.30.171       10.71.30.46     52759      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.16       52.114.77.98     49238        443      6     0                                       Skype and Teams       CLOSED  AllowAny       35276      125021           2904
10.239.31.178     10.230.134.18     56727         53     17     0                                                   dns          N/A  AllowAny          72         252              0
10.71.114.119     10.239.30.151     52621        135      6     0                                                  krb5      CLOSING  AllowAny        6392        9279              9
10.239.30.115     10.230.134.18     59463         53     17     0                                                   dns          N/A  AllowAny          81          97              0
10.239.30.169       10.71.30.46     53768      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.152       10.104.64.9     58498         53     17     0                                                   dns          N/A  AllowAny         106           0              0
10.239.30.24      10.71.104.215     61513        443      6     0                                                HTTP/2  ESTABLISHED  AllowAny      116582       51733             46
10.239.30.23       148.139.7.68     56668        443      6     0                                           Service Now  ESTABLISHED  AllowAny      156539      395159            423
192.168.0.148           8.8.4.4     63712         53     17     0                                                   dns          N/A  AllowAny          68         132              0
10.239.30.152       10.71.50.53     58116         53     17     0                                                   dns          N/A  AllowAny          91         139              0
192.168.0.196      40.99.148.82     53074        443      6     0                                               outlook       CLOSED  AllowAny        5657        1808             90
192.168.0.18    199.232.138.248     61862        443      6     0                                               spotify       CLOSED  AllowAny        2388      115332             16
10.239.30.152       10.71.50.53     58521         53     17     0                                                   dns          N/A  AllowAny          92         124              0
10.239.30.152       10.71.50.53     60085         53     17     0                                                   dns          N/A  AllowAny          99         115              0
10.239.30.22      3.120.196.152     52461        443      6     0                                                amazon      CLOSING  AllowAny       16685        9401            519
10.71.100.14      10.239.30.152     62731        389      6     0                                                  ldap       CLOSED  AllowAny        6261        2968            901
10.239.30.17      10.230.134.18     49213         53     17     0                                                   dns          N/A  AllowAny          80         296              0
10.239.30.16      20.54.232.160     50089        443      6     0                                             Microsoft  ESTABLISHED  AllowAny        6641        7182             27
10.71.113.243     10.239.30.121       N/A        N/A      1     0                                                  icmp          N/A  AllowAny          60          60              0
10.239.30.18      10.72.112.158     61364        443      6     0                                                   ssl      CLOSING  AllowAny        8573        7084             15
192.168.0.18            8.8.4.4     59604         53     17     0                                                   dns          N/A  AllowAny          70         198              0
10.239.30.23      52.232.19.237     56654        443      6     0                                         windows_azure  ESTABLISHED  AllowAny       28733      213390            426
10.20.37.49       10.239.30.155     65374      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      100767      109086           3295
10.71.114.60      10.239.30.126      9121        161     17     0                                                  snmp          N/A  AllowAny         351         302              0
10.239.30.115     10.230.134.18     61445         53     17     0                                                   dns          N/A  AllowAny          67         215              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.24       13.107.138.9     61263        443      6     0                                     sharepoint_online       CLOSED  AllowAny        6366        5064             82
10.20.19.228      10.239.30.155     61871      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      327887      347886          14250
10.71.114.60      10.239.30.126     52856        161     17     0                                                  snmp          N/A  AllowAny        9336        8611             10
192.168.0.115     20.189.173.13     58011        443      6     0                                             Microsoft       CLOSED  AllowAny        2487        5660             10
10.239.31.178    165.225.29.187     61947        443      6     0                                                   ssl      CLOSING  AllowAny        1899        9236             15
10.239.30.23      142.251.36.10     61499        443     17     0                                                   udp          N/A  AllowAny        3433        5256             19
10.239.30.155       10.24.54.13     62994       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5725        3986             30
