SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.17      165.160.32.86     54165        443      6     0                                                   ssl      CLOSING  AllowAny        2936        8026             31
10.239.30.152       10.71.50.53     57765         53     17     0                                                   dns          N/A  AllowAny         123         245              0
10.239.30.24      10.71.114.121     61226         80      6     0                                                  sccm      CLOSING  AllowAny        3433        3144            110
10.239.30.115     20.190.159.69     64585        443      6     0                                             office365       CLOSED  AllowAny        8202       11795              0
10.239.30.24      34.107.221.82     61249         80      6     0                                               mozilla  ESTABLISHED  AllowAny        1102         928            140
10.239.30.152       10.71.50.53     58377         53     17     0                                                   dns          N/A  AllowAny          93         168              0
10.239.30.149     10.71.114.234     55488        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
192.168.0.18       142.250.75.3     61857        443      6     0                                            google_gen       CLOSED  AllowAny        3530        6997             30
192.168.0.196      54.93.179.43     54918        443      6     0                                          samsung_apps       CLOSED  AllowAny        2478        7158            141
10.239.30.24      20.190.159.22     61357        443      6     0                                             office365      CLOSING  AllowAny        6430       22196              1
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.20.37.49       10.239.30.155     56198        445      6     0                                                   smb       CLOSED  AllowAny       18557       29114             16
10.71.114.119     10.239.30.151     52481        135      6     0                                                 msrpc       CLOSED  AllowAny         368         392              1
10.239.30.152   205.251.197.181     58574         53     17     0                                                   dns          N/A  AllowAny          78         247              0
10.239.31.178     10.230.134.18     49796         53     17     0                                                   dns          N/A  AllowAny          61          77              0
10.239.30.172       10.71.30.46     39919      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.115     216.58.214.10     64568        443      6     0                        Firebase Cloud Messaging (FCM)  ESTABLISHED  AllowAny        1898        6914             90
192.168.0.18            8.8.4.4     57535         53     17     0                                                   dns          N/A  AllowAny          71         121              0
10.239.30.152       10.71.50.53     57782         53     17     0                                                   dns          N/A  AllowAny          67          95              0
10.239.30.24     104.212.67.154     61370        443      6     0                                                HTTP/2      CLOSING  AllowAny        1279        9032              0
10.239.30.151     10.72.112.160     54014      10123      6     0                                                   ssl  ESTABLISHED  AllowAny       51699       12175         176814
10.239.30.149     10.71.114.234     59253        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.152       10.71.50.53     58525         53     17     0                                                   dns          N/A  AllowAny          93         170              0
10.239.30.25      52.97.179.194     57295        443      6     0                                               outlook  ESTABLISHED  AllowAny        4896       17492              0
10.239.30.64      104.18.26.218     63231        443      6     0                                            cloudflare  ESTABLISHED  AllowAny       23397      156626           3947
10.20.70.249      10.239.30.155     60034      65352      6     0                                                   tcp       CLOSED  AllowAny        1360        4471             13
10.239.30.173       10.71.30.46     40301      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.24     104.16.185.248     61104        443      6     0                                            cloudflare      CLOSING  AllowAny        1058        7236              3
10.239.30.152      10.104.64.99     57791         53     17     0                                                   dns          N/A  AllowAny          61           0              0
10.239.30.64    172.217.168.202     60688        443      6     0                                           Google APIs      CLOSING  AllowAny        2137        3420              0
10.239.30.64      40.99.204.178     60632        443      6     0                                               outlook      CLOSING  AllowAny      347195       88139            108
10.239.30.157         10.10.1.5     46070        389     17     0                                                  ldap          N/A  AllowAny         108           0              0
10.24.112.19       10.239.30.24     53874        135      6     0                                                  nspi      CLOSING  AllowAny         472         376              0
10.239.30.19       148.139.7.68     51345        443      6     0                                           Service Now  ESTABLISHED  AllowAny        8678        5088             41
10.239.30.23      10.230.134.18     62727         53     17     0                                                   dns          N/A  AllowAny          60          92              0
10.239.30.24      34.107.221.82     61255         80      6     0                                               mozilla  ESTABLISHED  AllowAny        1106         764            140
10.239.30.18     52.113.206.195     61298        443      6     0                                       Microsoft Teams      CLOSING  AllowAny        2900        7597            132
192.168.0.18      17.253.73.207     61835        443      6     0                                        Apple Location       CLOSED  AllowAny        3874        9050             53
10.239.30.152      10.71.122.71     58351         53     17     0                                                   dns          N/A  AllowAny          82          98              0
192.168.0.18            8.8.4.4     52660         53     17     0                                                   dns          N/A  AllowAny          70         143              0
10.71.100.11      10.239.30.152     54320        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6215        2968              0
10.239.30.121      52.32.28.115      4215       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.154       10.23.50.53     57503         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.24    199.232.190.217     61123        443      6     0                                                 https      CLOSING  AllowAny         991        9604              0
10.239.30.152       10.71.50.53     59223         53     17     0                                                   dns          N/A  AllowAny          95         169              0
10.239.30.172     10.71.104.141      5272       5247     17    48                                                802_11          N/A  AllowAny    90925397    19662620         839358
10.239.30.64      52.97.144.178     60692        443      6     0                                               outlook  ESTABLISHED  AllowAny       85787      247118            210
10.239.30.58      52.39.184.169     44809       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.149     10.71.114.234     16986        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.20.70.60       10.239.30.155     52554      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny       48564       52163           1445
10.239.30.25       20.54.24.169     57189        443      6     0                                   windows_marketplace       CLOSED  AllowAny        2076        3672            122
10.239.30.151      10.52.112.28     55050       5508      6     0                                                   tcp     SYN_SENT  AllowAny         152           0              9
10.239.30.152       10.71.50.53     58370         53     17     0                                                   dns          N/A  AllowAny          79         138              0
10.239.30.157        10.16.5.10     35012        389      6     0                                                  ldap       CLOSED  AllowAny        2635        2416            915
10.20.19.68       10.239.30.155     64395      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      198221      212258           8868
10.239.30.121     44.232.218.68      4241       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.71.112.57      10.239.30.152     56553        389      6     0                                                  ldap       CLOSED  AllowAny        6261        2960            959
10.239.31.178     40.101.81.146     50499        443      6     0                                               outlook      CLOSING  AllowAny      221060      177694           1223
10.239.30.155      52.97.201.82     63067        443      6     0                                             office365      CLOSING  AllowAny        5113        8262              0
10.20.33.13        10.239.30.58     51438       3910      6     0                        Web Services Dynamic Discovery      CLOSING  AllowAny        2001        1439              0
10.20.19.68       10.239.30.155     59718        445      6     0                                                   smb       CLOSED  AllowAny       18001       28409             19
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.71.114.60      10.239.30.126     43579        161     17     0                                                  snmp          N/A  AllowAny        4710        2155              1
10.239.30.24    172.217.168.195     61340        443      6     0                                               gstatic      CLOSING  AllowAny         190         132              0
10.239.30.152       10.71.50.53     59404         53     17    16                                                   dns          N/A  AllowAny         136         168              0
10.239.30.24        20.50.73.10     61509        443      6     0                                        TencentMeeting  ESTABLISHED  AllowAny        1083        6659             54
10.239.30.16      10.230.134.18     49293         53     17     0                                                   dns          N/A  AllowAny          62         114              0
10.239.30.24        192.168.1.5     61550         80      6     0                                                  http       CLOSED  AllowAny         413          92              3
192.168.0.115           8.8.4.4     31422         53     17     0                                                   dns          N/A  AllowAny          64         122              0
10.239.30.152       10.71.50.53     59389         53     17     0                                                   dns          N/A  AllowAny          81         204              0
10.239.30.152       10.71.50.53     59244         53     17     0                                                   dns          N/A  AllowAny          82         144              0
10.239.30.171     10.71.104.141      5248       5246     17    48                                                   udp          N/A  AllowAny    85420255    19017903         839353
10.239.30.17      10.230.134.18     59845         53     17     0                                                   dns          N/A  AllowAny          67         115              0
10.239.30.152       10.71.50.53     57648         53     17     0                                                   dns          N/A  AllowAny          83         147              0
10.239.30.152       10.71.50.53     58089         53     17     0                                                   dns          N/A  AllowAny          83         147              0
10.239.30.24        192.168.1.2       N/A        N/A      1     0                                                  icmp          N/A  AllowAny         120           0              4
192.168.0.148      2.17.157.134     58845        443      6     0                                            Apple News  ESTABLISHED  AllowAny        1548        6549             56
10.239.30.152       10.71.50.53     60002         53     17     0                                                   dns          N/A  AllowAny          81         254              0
10.239.30.19       148.139.7.68     51291        443      6     0                                           Service Now       CLOSED  AllowAny        4484        5311             60
10.239.30.152       10.71.50.53     57983         53     17     0                                                   dns          N/A  AllowAny          77         109              0
10.239.30.24      40.126.32.160     61441        443      6     0                                             Microsoft      CLOSING  AllowAny        4602        7470              0
192.168.0.148           8.8.4.4     62878         53     17     0                                                   dns          N/A  AllowAny         124         132              1
10.239.30.24      10.72.112.160     61483        443      6     0                                                   ssl      CLOSING  AllowAny        9062       13873              0
10.239.30.152       10.71.50.53     57984         53     17     0                                                   dns          N/A  AllowAny          98         246              0
10.20.36.194      10.239.30.155     55556      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      162109      165460          15184
10.239.30.16        20.42.73.25     50088        443      6     0                                             Microsoft  ESTABLISHED  AllowAny        3019        5557             27
10.239.30.115      20.189.173.4     64525        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny       25332       10699            213
10.239.30.157         10.10.1.3     31385        389     17     0                                                  ldap          N/A  AllowAny         108           0              0
10.239.30.24      10.72.112.160     61258        443      6     0                                                   ssl      CLOSING  AllowAny        8928       14121              0
10.239.30.115     40.99.204.194     64538        443      6     0                                               outlook      CLOSING  AllowAny       79207       28135            126
10.239.30.64      104.18.27.218     60701        443      6     0                                            cloudflare      CLOSING  AllowAny        3041        5176            170
10.239.30.64       10.13.64.110     60709        443      6     0                                                   ssl       CLOSED  AllowAny        4408       54736             34
10.20.32.23       10.239.30.155     61042        445      6     0                                                   smb       CLOSED  AllowAny       18131       29418             21
10.239.31.178     142.251.36.33     61961        443      6     0                                            google_gen  ESTABLISHED  AllowAny        1123        8735             45
10.20.36.194      10.239.30.155     57689      65352      6     0                                                   tcp       CLOSED  AllowAny        1720        5495             28
10.239.30.58      52.39.184.169     50973       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.121     44.232.218.68      4239       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
192.168.0.18        35.190.88.7     61832        443      6     0                                               Bugsnag       CLOSED  AllowAny        2684        6663             44
10.239.30.24       40.99.204.50     61555        443      6     0                                               outlook  ESTABLISHED  AllowAny        5759       10698             27
10.71.113.243     10.239.30.179       N/A        N/A      1     0                                                  icmp          N/A  AllowAny          60          60              0
10.239.30.19     147.161.249.76     51306       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.170     10.71.104.141      5256       5247     17    48                                                802_11          N/A  AllowAny   153001061     8766899         839362
192.168.0.18            8.8.4.4     54679         53     17     0                                                   dns          N/A  AllowAny          70         127              0
10.239.30.24      52.178.79.163     61460        443      6     0                                                   ssl      CLOSING  AllowAny        1613        7585              0
10.239.30.24      40.126.32.140     61436        443      6     0                                             Microsoft      CLOSING  AllowAny        6208       19946              0
10.239.30.152       10.71.50.53     58722         53     17     0                                                   dns          N/A  AllowAny         100         146              0
10.239.30.64       10.13.64.110     60730        443      6     0                                                   ssl       CLOSED  AllowAny        2324        2405             41
10.239.30.152       10.71.50.53     58388         53     17     0                                                   dns          N/A  AllowAny         102         184              0
10.239.30.21       10.71.50.248     57334       3389     17     0                                                   rdp          N/A  AllowAny      790854     6645727           4324
10.239.30.24      52.109.76.225     61247        443      6     0                                               outlook      CLOSING  AllowAny       13010        9242              0
10.239.30.58      52.39.184.169     57417       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.152         10.9.0.10     58173         53     17     0                                                   dns          N/A  AllowAny          59           0              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.121     44.224.180.80      4286       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.152       10.71.50.53     58004         53     17     0                                                   dns          N/A  AllowAny          81         162              0
10.239.30.23      52.232.19.237     56653        443      6     0                                         windows_azure  ESTABLISHED  AllowAny       29061      213478            426
10.239.30.121     44.232.218.68      4260       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
192.168.0.18     172.224.39.137     53246        443     17     0                                                   udp          N/A  AllowAny        5312        3594              0
10.239.30.152       10.71.50.53     58123         53     17     0                                                   dns          N/A  AllowAny          93         121              0
10.239.30.121     44.232.218.68      4251       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.20.67.241      10.239.30.155      2435      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      764289      797752          13467
10.239.30.155     52.97.137.194     63049        443      6     0                                             office365      CLOSING  AllowAny        5297        7230              0
10.15.2.10        10.239.30.152     53456        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6210        2877              1
10.239.30.149     10.71.114.234     51139        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.158       10.71.50.53     50302         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.23       148.139.7.68     56759        443      6     0                                           Service Now       CLOSED  AllowAny        4354        4942             60
10.239.30.24       52.109.12.18     61492        443      6     0                                               outlook  ESTABLISHED  AllowAny        1617        6811             81
192.168.0.18            8.8.4.4     52270         53     17     0                                                   dns          N/A  AllowAny          69         129              0
192.168.0.148      17.57.163.28     58846        443      6     0                                        Apple Location      CLOSING  AllowAny        1792        4507              8
10.239.30.152     10.71.112.203     53667      52466      6     0                                                  krb5  ESTABLISHED  AllowAny        2933         648              0
10.71.114.60      10.239.30.126     31366        161     17     0                                                  snmp          N/A  AllowAny        1798        1510              0
10.239.30.152      10.71.112.84     53576         88      6     0                                                  krb5       CLOSED  AllowAny        2662         309              0
10.239.30.19     51.104.162.168     51337        443      6     0                                   windows_marketplace  ESTABLISHED  AllowAny        2056        3632             81
10.239.30.18        13.69.68.64     61198        443      6     0                                             Microsoft       CLOSED  AllowAny        3023        7796            251
10.239.30.152      10.71.112.84     53679         88      6     0                                                  krb5       CLOSED  AllowAny        2663         309              0
10.239.30.24      20.190.159.22     61114        443      6     0                                             office365      CLOSING  AllowAny        6071       17536              2
10.20.37.27       10.239.30.155     28281        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              0
10.239.30.25      40.126.32.160     57230        443      6     0                                             Microsoft      CLOSING  AllowAny        4456        7547              1
10.239.30.23       148.139.7.68     56779        443      6     0                                           Service Now  ESTABLISHED  AllowAny        3980        4739             30
10.239.30.152       10.104.64.9     59880         53     17     0                                                   dns          N/A  AllowAny         106           0              0
10.239.30.64       10.13.64.110     60723        443      6     0                                                   ssl       CLOSED  AllowAny        2327         926             33
10.20.19.228      10.239.30.155     61873      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      149961      153018          14250
10.239.30.149     10.71.114.234     13473        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.16        13.107.4.52     50072         80      6     0                                             Microsoft      CLOSING  AllowAny         341         711              0
10.239.30.157    192.168.200.10     37315        389     17     0                                                  ldap          N/A  AllowAny         109           0              0
10.239.31.178      148.139.7.68     51572        443      6     0                                           Service Now  ESTABLISHED  AllowAny       15524       24352           1231
10.20.33.13       10.239.30.155     60842      65352      6     0                                                   tcp  ESTABLISHED  AllowAny      116017      122894           2241
10.239.30.152       10.71.50.53     58457         53     17     0                                                   dns          N/A  AllowAny          92         171              0
10.239.30.152       10.71.50.53     57754         53     17     0                                                   dns          N/A  AllowAny          70         127              0
10.239.30.152      10.71.112.84     53670         88      6     0                                                  krb5       CLOSED  AllowAny        2663         308              0
10.239.31.178       40.91.80.89     61959        443      6     0                                   windows_marketplace  ESTABLISHED  AllowAny        1947        3593             27
10.239.30.24     20.232.120.236     61349        443      6     0                                             office365      CLOSING  AllowAny        8558        5729             99
10.239.30.19     147.161.249.80     51285       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.71.113.250     10.239.30.152     59638        135      6     0                                                 msrpc       CLOSED  AllowAny         368         392              0
10.239.30.64       148.139.7.68     63605        443      6     0                                           Service Now  ESTABLISHED  AllowAny       31972       55342           3394
10.239.30.24     52.112.120.170     61117        443      6     0                                       Microsoft Teams      CLOSING  AllowAny        3929        7136             55
10.239.30.24      10.71.104.215     61515        443      6     0                                                HTTP/2  ESTABLISHED  AllowAny      781221      294804             44
10.239.30.24     204.79.197.239     61083        443      6     0                                             Microsoft      CLOSING  AllowAny        4146        9288             63
10.239.30.152       10.71.50.53     57778         53     17     0                                                   dns          N/A  AllowAny          90         106              0
10.239.30.23       10.72.112.13     56765       5508      6     0                                                   tcp     SYN_SENT  AllowAny         156           0              9
10.239.30.17     18.195.202.253     53874        443      6     0                                                   ssl  ESTABLISHED  AllowAny      693052       24797            927
10.239.30.24      20.190.159.22     61220        443      6     0                                             office365      CLOSING  AllowAny        6114       17633              1
10.239.30.152       10.71.50.53     59013         53     17     0                                                   dns          N/A  AllowAny         102         174              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.152       10.34.196.2     59477         53     17     0                                                   dns          N/A  AllowAny         124         124              0
10.239.30.152      10.71.112.84     53627         88      6     0                                                  krb5       CLOSED  AllowAny        2063         309              0
10.239.30.18      10.71.104.215     61138        443      6     0                                                HTTP/2  ESTABLISHED  AllowAny       21438       11171            900
10.239.30.152       10.71.50.53     57958         53     17     0                                                   dns          N/A  AllowAny         123         245              0
10.239.30.152       10.71.50.53     59515         53     17     0                                                   dns          N/A  AllowAny          86         255              0
10.239.30.22      10.230.134.18     55129         53     17     0                                                   dns          N/A  AllowAny          77         199              0
10.239.30.16      10.230.134.18     62842         53     17     0                                                   dns          N/A  AllowAny          79         217              0
10.239.30.19      52.232.19.237     52127        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      264463      154323           5055
10.239.30.23      172.67.147.40     50587        443     17     0                                                   udp          N/A  AllowAny        2738        4316              0
10.239.30.152       10.71.50.53     58022         53     17     0                                                   dns          N/A  AllowAny         102         118              0
10.239.30.152       10.71.50.53     58993         53     17     0                                                   dns          N/A  AllowAny          71         176              0
10.239.30.24       18.66.192.98     61257        443      6     0                                                   tcp      CLOSING  AllowAny         190         132              0
10.239.30.152       10.71.50.53     59595         53     17     0                                                   dns          N/A  AllowAny         102         260              0
10.239.30.121     44.232.218.68      4259       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.24        52.109.16.2     61345        443      6     0                                               outlook      CLOSING  AllowAny        5270       19584             99
10.239.30.17      10.71.114.119     62903      10123      6     0                                                   ssl       CLOSED  AllowAny        3276        4459           3002
10.239.31.178      10.71.114.72     61926        443      6     0                                                   ssl  ESTABLISHED  AllowAny       31676       11542            240
10.239.30.173       10.71.30.46     40298      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.71.113.250     10.239.30.152     59648      49666      6     0                                                  krb5      CLOSING  AllowAny        4137        7165              3
10.239.30.155       10.23.50.53     53928         53     17     0                                                   dns          N/A  AllowAny          80         296              0
10.239.30.152       10.71.50.53     59722         53     17     0                                                   dns          N/A  AllowAny          90         211              0
10.239.31.178      142.251.36.3     63588        443     17     0                                                   udp          N/A  AllowAny        2263        3164              0
10.239.30.152       10.71.50.53     59373         53     17     0                                                   dns          N/A  AllowAny          87         143              0
10.239.31.178   172.217.168.202     53636        443     17     0                                                   udp          N/A  AllowAny        2226        2587              0
10.239.30.121     44.224.180.80      4289       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.23    147.161.249.114     56761       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.155     3.120.196.152     63033        443      6     0                                                amazon  ESTABLISHED  AllowAny        6887        7310            128
10.239.30.152       10.71.50.53     58912         53     17     0                                                   dns          N/A  AllowAny          78         226              0
10.239.30.152       10.71.50.53     58423         53     17     0                                                   dns          N/A  AllowAny          74         126              0
192.168.0.196      40.99.148.82     53064        443      6     0                                               outlook       CLOSED  AllowAny        7546        7923             83
10.239.30.152      10.71.112.84     53685         88      6     0                                                  krb5       CLOSED  AllowAny        2063         309              0
10.20.37.27       10.239.30.155     28294      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny        3269        6654           1443
10.239.30.24      10.72.112.160     61283        443      6     0                                                   ssl      CLOSING  AllowAny        9106       14164              1
10.239.30.17       148.139.7.68     54043        443      6     0                                           Service Now  ESTABLISHED  AllowAny       66170      192762            496
10.239.30.152       10.71.50.53     58794         53     17     0                                                   dns          N/A  AllowAny         102         118              0
10.239.30.22      52.112.120.14     60293        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny      467225     1801465           3001
10.239.30.173       10.71.30.46     40299      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.24     52.157.250.241     61106        443      6     0                                             Microsoft      CLOSING  AllowAny        3477        7452             58
10.239.30.22      52.114.74.119     52064        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny       86633       81005           2020
10.239.31.178      142.251.36.3     55216        443     17     0                                                   udp          N/A  AllowAny        2294        3164              0
10.71.112.196     10.239.30.152     59627        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6215        2936              0
10.239.30.155       10.23.50.53     64946         53     17     0                                                   dns          N/A  AllowAny          67         215              0
10.239.30.19    142.250.179.163     51323        443      6     0                                               gstatic      CLOSING  AllowAny        1200        1476             60
10.20.37.27       10.239.30.155     28285        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              1
10.239.30.157     10.34.122.236     16528        389      6     0                                                  ldap       CLOSED  AllowAny        2562        1737            936
10.239.30.25       10.71.114.72     55933        443      6     0                                                   ssl  ESTABLISHED  AllowAny      129900      339829           2721
10.239.30.21       10.71.50.248     60037       3389      6     0                                                   rdp  ESTABLISHED  AllowAny      589180      600488           4325
10.239.30.16       20.54.36.229     49243        443      6     0                                             Microsoft  ESTABLISHED  AllowAny       14443       21627           3033
10.239.30.152       10.71.50.53     59005         53     17     0                                                   dns          N/A  AllowAny         189         289             42
10.239.31.178     10.230.134.18     60722         53     17     0                                                   dns          N/A  AllowAny          80         296              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.18      10.230.134.18     65350         53     17     0                                                   dns          N/A  AllowAny          62         157              0
10.239.31.178      10.71.114.72     61924        443      6     0                                                   ssl  ESTABLISHED  AllowAny       16262       72580            240
10.239.30.152       10.71.50.53     60110         53     17     0                                                   dns          N/A  AllowAny          99         145              0
10.239.30.24      10.71.104.215     61343        443      6     0                                                HTTP/2      CLOSING  AllowAny       15989       11377            107
10.239.30.157         10.9.0.10     54572        389     17     0                                                  ldap          N/A  AllowAny         109           0              0
10.239.30.58      52.39.184.169     41724       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.152       10.71.50.53     58783         53     17     0                                                   dns          N/A  AllowAny         103         263              0
10.239.30.121    35.166.132.169      1750        443      6     0                                                 https      CLOSING  AllowAny      673310       48762            624
10.239.30.25       148.139.7.68     55678        443      6     0                                           Service Now  ESTABLISHED  AllowAny       29922       48455           2977
10.71.112.203      10.239.30.24     49685       3389      6     0                                                   ssl       CLOSED  AllowAny        1029         306              0
10.239.30.17     18.158.134.131     53839        443      6     0                                                   ssl  ESTABLISHED  AllowAny       39589      228912            953
10.20.33.13       10.239.30.155     60840        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              0
10.239.30.16       148.139.7.68     50073        443      6     0                                           Service Now  ESTABLISHED  AllowAny        4099        5192             57
10.239.30.121      52.32.28.115      4226       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.152       10.71.50.53     58402         53     17     0                                                   dns          N/A  AllowAny          75          91              0
192.168.0.18      17.253.73.202     61849        443      6     0                                        ios_ota_update       CLOSED  AllowAny        1638        6539              2
10.23.112.33      10.239.30.152     53379        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6215        2976              0
10.239.30.121      52.32.28.115      4235       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.121     44.232.218.68      4249       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.25       40.99.150.50     57224        443      6     0                                               outlook      CLOSING  AllowAny       25600       19945             76
10.239.30.154       10.71.50.53     65514         53     17     0                                                   dns          N/A  AllowAny          68          84              0
10.239.30.121      100.21.10.50      4309       9930     17     0                                                   udp          N/A  AllowAny         108          90              0
10.239.30.24     52.142.237.134     61222        443      6     0                                             office365      CLOSING  AllowAny        3260        9933             75
10.239.30.24      40.99.204.114     61351        443      6     0                                               outlook  ESTABLISHED  AllowAny      677453      275557            145
10.239.30.152       10.71.50.53     59919         53     17     0                                                   dns          N/A  AllowAny          67          83              0
10.239.30.152       10.71.50.53     59858         53     17     0                                                   dns          N/A  AllowAny          77         184              0
192.168.0.115      20.42.72.131     55399        443      6     0                                             Microsoft       CLOSED  AllowAny        2356        5657              3
10.239.30.19       148.139.7.68     51128        443      6     0                                           Service Now       CLOSED  AllowAny      201463      527512            729
10.239.30.121     44.224.180.80      4272       9930     17     0                                                   udp          N/A  AllowAny         108          82              0
10.239.30.152       10.71.50.53     59843         53     17     0                                                   dns          N/A  AllowAny         257         396            210
10.239.30.18     52.113.194.132     61302        443      6     0                                       Microsoft Teams       CLOSED  AllowAny        2905       67475            125
192.168.0.18            8.8.4.4     59674         53     17     0                                                   dns          N/A  AllowAny          66         123              0
10.239.30.152       10.71.50.53     59917         53     17     0                                                   dns          N/A  AllowAny          64         128              0
