FID        SECURE  SEGID     FDSN  MAX_RECV_FDSN  FDSN_READ  LAST_LATE_FDSN         SRC_IP          DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP  PRIORITY                      APPLICATION                                 APP_CLASS   TRAFFIC-TYPE                                 ROUTE  ROUTE-POL     LINK-POL               BIZ-POL      NH-ID    LINK-ID               FLAGS1  VERSION    SRC            ADDR              SR              DR  FLOW AGE MS  IDLE TIME MS  CBH-FLOW  DROPS
43226187        0      0        0              0          0               0   10.239.30.24      52.109.16.2     61345        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        2  local  0x7f9423fe22f0  0x7f948e584170  0x7f948e5842e0       141366         41735         0      0
43201490        1      0       12             11         11               0   10.239.30.17    10.71.114.119     62903      10123      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  68745f57-        N/A    0x48802800000000L        1  local  0x7f9421bd2f00  0x7f948e584170  0x7f948e5ce080      3151931        149514         0      0
43226958        0      1        0              0          0               0    192.168.0.1   165.225.206.48     53613         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  c9e3c5a5-  0x804080000a000000L        1  local  0x7f94194f9e50  0x7f948e584b80  0x7f948e584450        59338         59315         0      0
43225115        1      0       38             33         33               0  10.239.31.178     10.71.114.72     61926        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  68745f57-        N/A    0x48002800000000L        1  local  0x7f94a41e5b60  0x7f948e584170  0x7f948e5ce080       250754         10224         0      0
43227405        0      1        0              0          0               0    192.168.0.1    165.225.26.44     54933         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  00000000-  0x800000000a000000L        1  local  0x7f94a52bc0e0  0x7f948e584b80  0x7f948e584450         4703          3645         0      2
43226886        1      0        5              0          0               0  10.239.30.173      10.71.30.46     40298      32626      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional               Branch to Branch Direct    gateway  loadbalance     Default-Any-Other  68745f57-        N/A     0x8202800000000L        1  local  0x7f94a412f7c0  0x7f948e584170  0x7f948e5ce080        76600         61584         0      0
43225990        1      0       24             28         28               0  10.239.30.152    10.71.113.250     49666      59648      6     0    normal                     APP_KRB5(97)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48802800000000L        2   peer  0x7f94a52b8ac0  0x7f948e584170  0x7f948e5ce080       155195        152105         0      0
43225640        1      0        1              1          1               0  10.239.30.155      10.23.50.53     53928         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a40c6690  0x7f948e584170  0x7f948e5ce7b0       185571        185425         0      0
FID        SECURE  SEGID     FDSN  MAX_RECV_FDSN  FDSN_READ  LAST_LATE_FDSN         SRC_IP          DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP  PRIORITY                      APPLICATION                                 APP_CLASS   TRAFFIC-TYPE                                 ROUTE  ROUTE-POL     LINK-POL               BIZ-POL      NH-ID    LINK-ID               FLAGS1  VERSION    SRC            ADDR              SR              DR  FLOW AGE MS  IDLE TIME MS  CBH-FLOW  DROPS
43225774        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59722         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a40d6ed0  0x7f948e584170  0x7f948e5ce080       175039        175001         0      0
43227239        0      0        0              0          0               0  10.239.31.178     142.251.36.3     63588        443     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f94a4206aa0  0x7f948e584170  0x7f948e5845c0        30764         30700         0      0
43225738        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59373         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f2efcf70  0x7f948e584170  0x7f948e5ce080       177026        176989         0      0
43225376        0      0        0              0          0               0  10.239.31.178  172.217.168.202     53636        443     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f943a6b6640  0x7f948e584170  0x7f948e5845c0       216585        216422         0      0
43226947        0      0        0              0          0               0  10.239.30.121    44.224.180.80      4289       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f9420d791c0  0x7f948e584170  0x7f948e5845c0        61498         61330         0      0
43226761        0      0        0              0          0               0   10.239.30.23  147.161.249.114     56761       7680      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x40a0000a000000L        1  local  0x7f94a4609440  0x7f948e584170  0x7f948e5845c0        93725         93710         0      0
43226238        0      0        0              0          0               0  10.239.30.155    3.120.196.152     63033        443      6     0    normal                  APP_AMAZON(968)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f940d66f6e0  0x7f948e584170  0x7f948e5842e0       137790          9101         0      0
43227070        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58912         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f8012020  0x7f948e584170  0x7f948e5ce080        52075         52038         0      0
43225974        0      1        0              0          0               0    192.168.0.1   165.225.206.48     51311         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  c9e3c5a5-  0x804080000a000000L        1  local  0x7f93f80bda60  0x7f948e584b80  0x7f948e584450       156487        156465         0      0
43226244        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58423         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a40fdcb0  0x7f948e584170  0x7f948e5ce080       137282        137246         0      0
43224556        0      1        0              0          0               0  192.168.0.196     40.99.148.82     53064        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        3  local  0x7f9416e49a50  0x7f948e5bc830  0x7f948e584450       316429        233352         0      0
43227364        1      0        5              5          5               0  10.239.30.152     10.71.112.84     53685         88      6     0    normal                     APP_KRB5(97)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance        Authentication  68745f57-        N/A    0x48802800000000L        1  local  0x7f94a41aed30  0x7f948e584170  0x7f948e5ce080         9165          9048         0      0
43213357        1      0       20             24         24               0  10.239.30.155      10.20.37.27     65352      28294      6     0    normal                   APP_DCERPC(26)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        2   peer  0x7f94a4572270  0x7f948e584170  0x7f948e5ce7b0      1670768        226783         0      0
43226069        1      0       21             21         21               0   10.239.30.24    10.72.112.160     61283        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  07fe0dea-        N/A    0x48802800000000L        1  local  0x7f94a42aeb20  0x7f948e584170  0x7f948e5b4840       149068        147623         0      0
43226982        0      0        0              0          0               0  10.239.31.249    165.225.26.44     51339         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  00000000-  0x800000000a000000L        1  local  0x7f94a41e3580  0x7f948e585700  0x7f948e5842e0        56315         55295         0      2
43225413        0      0       12             10         10               0  10.239.31.249   35.157.214.226     49841        443      6     0      high         APP_VELOCLOUD_MGMT(4095)                   APP_CLASS_VELOCLOUD(20)  transactional                     Cloud via Gateway    gateway  loadbalance  VeloCloud Management  157f9142-        N/A      0x800100000000L        1  local  0x7f94a4597670  0x7f948e585700  0x7f948e5842e0       212880        212725         0      0
43222963        0      0        0              0          0               0   10.239.30.17     148.139.7.68     54043        443      6     0    normal            APP_SERVICE_NOW(3773)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f9416e0f2f0  0x7f948e584170  0x7f948e5842e0       495612          7010         0      0
43227324        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58794         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f80be1d0  0x7f948e584170  0x7f948e5ce080        14434         14396         0      0
43203076        0      0        0              0          0               0   10.239.30.22    52.112.120.14     60293        443      6     0    normal               APP_MS_TEAMS(3374)  APP_CLASS_INTERNET_INSTANT_MESSAGING(10)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f94a4171290  0x7f948e584170  0x7f948e5842e0      3013075         11917         0      0
43226981        1      0        5              0          0               0  10.239.30.173      10.71.30.46     40299      32626      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional               Branch to Branch Direct    gateway  loadbalance     Default-Any-Other  68745f57-        N/A     0x8202800000000L        1  local  0x7f94194df2f0  0x7f948e584170  0x7f948e5ce080        56600         41584         0      0
43225732        0      0        0              0          0               0   10.239.30.24   52.157.250.241     61106        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9421ba3100  0x7f948e584170  0x7f948e5842e0       177601        118772         0      0
43210770        0      0        0              0          0               0   10.239.30.22    52.114.74.119     52064        443      6     0    normal               APP_MS_TEAMS(3374)  APP_CLASS_INTERNET_INSTANT_MESSAGING(10)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        2  local  0x7f943800a270  0x7f948e584170  0x7f948e5845c0      2019396         19044         0      0
43224940        0      0        0              0          0               0  10.239.31.178     142.251.36.3     55216        443     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f940d6c4c10  0x7f948e584170  0x7f948e5845c0       272090        272025         0      0
43226572        1      0        9              9          9               0  10.239.30.152    10.71.112.196       389      59627      6     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        1   peer  0x7f9416e0ec60  0x7f948e584170  0x7f948e5ce080       110713        110505         0      0
43225010        1      0        1              1          1               0  10.239.30.155      10.23.50.53     64946         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4287d70  0x7f948e584170  0x7f948e5ce7b0       265431        265286         0      0
43226525        0      0        0              0          0               0   10.239.30.19  142.250.179.163     51323        443      6     0    normal                 APP_GSTATIC(745)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94a45f76c0  0x7f948e584170  0x7f948e5842e0       116384         55659         0      0
43213349        1      0        3              5          5               0  10.239.30.155      10.20.37.27       135      28285      6     0    normal                APP_MS_DFSR(3722)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        1   peer  0x7f93f80107f0  0x7f948e584170  0x7f948e5ce7b0      1671461       1670378         0      0
43218104        1      0        9              7          7               0  10.239.30.157    10.34.122.236     16528        389      6     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance        Authentication  68745f57-        N/A    0x48a02800000000L        1  local  0x7f9419509c40  0x7f948e584170  0x7f948e5ce7b0      1104601        168030         0      0
43205508        1      0      341            491        491               0   10.239.30.25     10.71.114.72     55933        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  68745f57-        N/A    0x48002800000000L        1  local  0x7f94a4145480  0x7f948e584170  0x7f948e5ce080      2722500          1458         0      0
43193646        1      0     8738           7441       7441               0   10.239.30.21     10.71.50.248     60037       3389      6     0      high                     APP_RDP(159)              APP_CLASS_REMOTE_DESKTOP(15)  transactional               Branch to Branch Direct    gateway  loadbalance        Remote Desktop  68745f57-        N/A    0x48002800000000L        1  local  0x7f93f8027d40  0x7f948e584170  0x7f948e5ce080      4320437          1290         0      0
43202672        0      0        0              0          0               0   10.239.30.16     20.54.36.229     49243        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f943373a610  0x7f948e584170  0x7f948e5842e0      3042413          9179         0      0
43226254        1      0        2              2          2               0  10.239.30.152      10.71.50.53     59005         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4673d40  0x7f948e584170  0x7f948e5ce080       135795         93446         0      0
43224677        1      0        1              1          1               0   10.239.30.18    10.230.134.18     65350         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f9423fd7830  0x7f948e584170  0x7f948e5d9880       297555        297518         0      0
43225113        1      0       46             84         84               0  10.239.31.178     10.71.114.72     61924        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  68745f57-        N/A    0x48002800000000L        1  local  0x7f94a466b860  0x7f948e584170  0x7f948e5ce080       250778         10316         0      0
43226382        1      0        1              1          1               0  10.239.30.152      10.71.50.53     60110         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f9423ff2050  0x7f948e584170  0x7f948e5ce080       123333        123296         0      0
43226186        1      0       71             97         97               0   10.239.30.24    10.71.104.215     61343        443      6     0    normal                  APP_HTTP2(2553)                         APP_CLASS_WEB(19)  transactional               Branch to Branch Direct    gateway  loadbalance                   Web  68745f57-        N/A    0x48802800000000L        1  local  0x7f94a42ef710  0x7f948e584170  0x7f948e5ce080       141416         33835         0      0
43227191        1      0        1              0          0               0  10.239.30.157        10.9.0.10     54572        389     17     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance        Authentication  68745f57-        N/A     0x8002800000001L        1  local  0x7f94194d6410  0x7f948e584170  0x7f948e5ce7b0        36695         36695         0      0
43227349        0      0        0              0          0               0   10.239.30.58    52.39.184.169     41724       9930     17     0    normal                     APP_WTP(226)             APP_CLASS_NETWORK_SERVICE(13)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f94a40d2fd0  0x7f948e584170  0x7f948e5845c0        11485         11318         0      0
43226022        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58783         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f940d6ac040  0x7f948e584170  0x7f948e5ce080       151372        151335         0      0
43220372        0      0        0              0          0               0  10.239.30.121   35.166.132.169      1750        443      6     0    normal                    APP_HTTPS(68)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        3  local  0x7f94a458d6a0  0x7f948e584170  0x7f948e5845c0       819773        194924         0      0
43203339        0      0        0              0          0               0   10.239.30.25     148.139.7.68     55678        443      6     0    normal            APP_SERVICE_NOW(3773)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f9414000540  0x7f948e584170  0x7f948e5845c0      2993427         16209         0      0
43226076        1      0        4              4          4               0   10.239.30.24    10.71.112.203      3389      49685      6     0      high                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48a02800000000L        1   peer  0x7f94a42d6940  0x7f948e584170  0x7f948e5ce080       148859        148763         0      0
43219233        0      0        0              0          0               0   10.239.30.17   18.158.134.131     53839        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f94a4144990  0x7f948e584170  0x7f948e5842e0       955144          2102         0      0
43197715        1      0        3              5          5               0  10.239.30.155      10.20.33.13       135      60840      6     0    normal                APP_MS_DFSR(3722)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        1   peer  0x7f94a4049580  0x7f948e584170  0x7f948e5ce7b0      3757340       3756909         0      0
43227043        0      0        0              0          0               0   10.239.30.16     148.139.7.68     50073        443      6     0    normal            APP_SERVICE_NOW(3773)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f94a41fb370  0x7f948e584170  0x7f948e5845c0        53240         22810         0      0
43225058        0      0        0              0          0               0  10.239.30.121     52.32.28.115      4226       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f94a41ad110  0x7f948e584170  0x7f948e5845c0       259124        258955         0      0
43224553        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58402         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f9438026d10  0x7f948e584170  0x7f948e5ce080       317203        317038         0      0
43226444        0      1        0              0          0               0   192.168.0.18    17.253.73.202     61849        443      6     0    normal         APP_IOS_OTA_UPDATE(1119)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        3  local  0x7f940d684fa0  0x7f948e5bc830  0x7f948e584450       120309        117928         0      0
43221228        1      0        9              9          9               0  10.239.30.152     10.23.112.33       389      53379      6     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        1   peer  0x7f9420d6fab0  0x7f948e584170  0x7f948e5ce7b0       716665        716037         0      0
43225236        0      0        0              0          0               0  10.239.30.121     52.32.28.115      4235       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f943a6a6050  0x7f948e584170  0x7f948e5845c0       231330        231164         0      0
FID        SECURE  SEGID     FDSN  MAX_RECV_FDSN  FDSN_READ  LAST_LATE_FDSN         SRC_IP          DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP  PRIORITY                      APPLICATION                                 APP_CLASS   TRAFFIC-TYPE                                 ROUTE  ROUTE-POL     LINK-POL               BIZ-POL      NH-ID    LINK-ID               FLAGS1  VERSION    SRC            ADDR              SR              DR  FLOW AGE MS  IDLE TIME MS  CBH-FLOW  DROPS
43225552        0      0        0              0          0               0  10.239.30.121    44.232.218.68      4249       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f93f80cb330  0x7f948e584170  0x7f948e5845c0       196581        196410         0      0
43225396        0      0        0              0          0               0   10.239.30.25     40.99.150.50     57224        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9421bb6150  0x7f948e584170  0x7f948e5842e0       214345        138266         0      0
43225426        1      0        1              1          1               0  10.239.30.154      10.71.50.53     65514         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a55ed7f0  0x7f948e584170  0x7f948e5ce080       210032        209995         0      0
43227433        0      0        0              0          0               0  10.239.30.121     100.21.10.50      4309       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f94a41e67d0  0x7f948e584170  0x7f948e5845c0          502           334         0      0
43227387        0      0        1              1          1               0  10.239.31.249          8.8.4.4     57704         53     17    32      high         APP_VELOCLOUD_MGMT(4095)                   APP_CLASS_VELOCLOUD(20)  transactional                     Cloud via Gateway    gateway  loadbalance  VeloCloud Management  157f9142-        N/A                 0x0L        1  local  0x7f94a45c3110  0x7f948e585700  0x7f948e5842e0         6656          6631         0      0
43225997        0      0        0              0          0               0   10.239.30.24   52.142.237.134     61222        443      6     0    normal              APP_OFFICE365(1448)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f93f8028800  0x7f948e584170  0x7f948e5845c0       154380         78817         0      0
43226195        0      0        0              0          0               0   10.239.30.24    40.99.204.114     61351        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f9420d97ec0  0x7f948e584170  0x7f948e5842e0       140866           250         0      0
43224633        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59919         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f940d6ae630  0x7f948e584170  0x7f948e5ce080       304706        304669         0      0
43224586        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59858         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4289a70  0x7f948e584170  0x7f948e5ce080       310376        310319         0      0
43227428        0      1        0              0          0               0  192.168.0.115     20.42.72.131     55399        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        3  local  0x7f9416e665f0  0x7f948e5bc830  0x7f948e584450         1638          1063         0      0
43219187        0      0        0              0          0               0   10.239.30.19     148.139.7.68     51128        443      6     0    normal            APP_SERVICE_NOW(3773)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94336f2420  0x7f948e584170  0x7f948e5842e0       963841        234776         0      0
43226428        0      0        0              0          0               0  10.239.30.121    44.224.180.80      4272       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f940d67bf40  0x7f948e584170  0x7f948e5845c0       120930        120760         0      0
43224577        1      0        3              3          3               0  10.239.30.152      10.71.50.53     59843         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f9416e0b1d0  0x7f948e584170  0x7f948e5ce080       312702        101823         0      0
43225122        0      0        0              0          0               0   10.239.30.18   52.113.194.132     61302        443      6     0    normal               APP_MS_TEAMS(3374)  APP_CLASS_INTERNET_INSTANT_MESSAGING(10)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f940d6b8ff0  0x7f948e584170  0x7f948e5845c0       249763        124052         0      0
43226461        0      1        0              0          0               0   192.168.0.18          8.8.4.4     59674         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f940d68dbd0  0x7f948e5bc830  0x7f948e584730       119772        119742         0      0
43226787        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59917         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4615800  0x7f948e584170  0x7f948e5ce080        91686         91648         0      0
