FID        SECURE  SEGID     FDSN  MAX_RECV_FDSN  FDSN_READ  LAST_LATE_FDSN         SRC_IP          DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP  PRIORITY                      APPLICATION                                 APP_CLASS   TRAFFIC-TYPE                                 ROUTE  ROUTE-POL     LINK-POL               BIZ-POL      NH-ID    LINK-ID               FLAGS1  VERSION    SRC            ADDR              SR              DR  FLOW AGE MS  IDLE TIME MS  CBH-FLOW  DROPS
43213337        1      0        3              5          5               0  10.239.30.155      10.20.37.27       135      28273      6     0    normal                APP_MS_DFSR(3722)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        1   peer  0x7f9438052ed0  0x7f948e584170  0x7f948e5ce7b0      1671406       1670662         0      0
43225438        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58336         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a407e970  0x7f948e584170  0x7f948e5ce080       209351        209314         0      0
43224856        0      0        0              0          0               0  10.239.30.154    3.120.196.152     60116        443      6     0    normal                  APP_AMAZON(968)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f94a428de90  0x7f948e584170  0x7f948e5842e0       280283         23186         0      0
43225391        0      0        0              0          0               0   10.239.30.21   172.18.160.195     53644       7680      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20020a000000L        1  local  0x7f94a40e0160  0x7f948e584170  0x7f948e5842e0       214619        199615         0      0
43210718        0      0        0              0          0               0   10.239.30.22     52.114.88.88     54867       3478     17     0    normal               APP_MS_TEAMS(3374)  APP_CLASS_INTERNET_INSTANT_MESSAGING(10)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        2  local  0x7f94a52d1840  0x7f948e584170  0x7f948e5845c0      2023288        103068         0      0
43225921        1      0       23             23         23               0  10.239.30.151      10.72.54.13     55039       9990      6     0    normal                 APP_SPLUNK(2603)                         APP_CLASS_WEB(19)  transactional               Branch to Branch Direct    gateway  loadbalance                   Web  07fe0dea-        N/A    0x48802800000000L        1  local  0x7f94a45d3750  0x7f948e584170  0x7f948e5b4840       160760        130497         0      0
43225380        0      0        0              0          0               0  10.239.30.157   192.168.200.26     42588        389     17     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-         0x20a000001L        1  local  0x7f93f2ee11e0  0x7f948e584170  0x7f948e5842e0       216527        216527         0      0
43226938        1      0        7              7          7               0  10.239.30.180     10.71.114.60       161      38750     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002800000000L        1   peer  0x7f9414003be0  0x7f948e584170  0x7f948e5ce080        62852         62608         0      0
43227275        0      0        0              0          0               0  10.239.30.155     52.97.201.82     63063        443      6     0    normal              APP_OFFICE365(1448)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9421ba8840  0x7f948e584170  0x7f948e5845c0        25333         24993         0      0
43226918        1      0       26             25         25               0  10.239.30.155      10.71.54.15     63050       9990      6     0    normal                 APP_SPLUNK(2603)                         APP_CLASS_WEB(19)  transactional               Branch to Branch Direct    gateway  loadbalance                   Web  68745f57-        N/A    0x48802800000000L        1  local  0x7f94a41a4180  0x7f948e584170  0x7f948e5ce080        67812         36891         0      0
43226490        0      1        0              0          0               0   192.168.0.18          8.8.4.4     65529         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f94a45e5460  0x7f948e5bc830  0x7f948e584730       118972        118964         0      0
43225101        1      0        1              1          1               0  10.239.30.178     10.71.114.60       161      37763     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002800000000L        1   peer  0x7f9433732850  0x7f948e584170  0x7f948e5ce080       252525        252524         0      0
43226321        1      0       25             24         24               0  10.239.30.155      10.23.54.13     63034       9990      6     0    normal                 APP_SPLUNK(2603)                         APP_CLASS_WEB(19)  transactional               Branch to Branch Direct    gateway  loadbalance                   Web  68745f57-        N/A    0x48802800000000L        1  local  0x7f94a52b6720  0x7f948e584170  0x7f948e5ce7b0       127573         96559         0      0
43227190        0      0        0              0          0               0  10.239.30.157   192.168.200.10     33533        389     17     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-         0x20a000001L        1  local  0x7f94a4142020  0x7f948e584170  0x7f948e5842e0        36640         36640         0      0
43225901        0      0        0              0          0               0   10.239.30.24    8.253.193.240     61190         80      6     0    normal          APP_WINDOWS_UPDATE(562)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        2  local  0x7f9420c50e60  0x7f948e584170  0x7f948e5845c0       163200         55110         0      0
43226240        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59964         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a40c5c30  0x7f948e584170  0x7f948e5ce080       137605        137568         0      0
43226279        1      0        1              1          1               0  10.239.30.178     10.71.114.60       161       8397     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002800000000L        1   peer  0x7f94a4071d90  0x7f948e584170  0x7f948e5ce080       133181        133179         0      0
43226204        0      0        0              0          0               0  10.239.30.115    40.101.121.34     64541        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94a55ef740  0x7f948e584170  0x7f948e5842e0       140089         12624         0      0
43225606        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58021         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f940c7f31b0  0x7f948e584170  0x7f948e5ce080       188467        188429         0      0
43226266        0      0        0              0          0               0   10.239.30.58    52.39.184.169     55696       9930     17     0    normal                     APP_WTP(226)             APP_CLASS_NETWORK_SERVICE(13)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f94a40e9e10  0x7f948e584170  0x7f948e5845c0       134433        134261         0      0
43224678        0      0        0              0          0               0   10.239.30.18     2.18.105.186     61288        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        3  local  0x7f94337258d0  0x7f948e584170  0x7f948e5842e0       297498        197011         0      0
43226660        1      0       20             21         21               0   10.239.30.24    10.72.112.160     61479        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  07fe0dea-        N/A    0x48802800000000L        1  local  0x7f93f2eea150  0x7f948e584170  0x7f948e5b4840       101933        101423         0      0
43225412        0      0        0              0          0               0   10.239.30.24     20.86.249.62     61018        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94a4031150  0x7f948e584170  0x7f948e5845c0       213143        212965         0      0
43227273        0      0        0              0          0               0  10.239.30.155     52.97.201.82     63061        443      6     0    normal              APP_OFFICE365(1448)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9423ffb390  0x7f948e584170  0x7f948e5845c0        25335         25066         0      0
43203511        1      0       11             11         11               0   10.239.30.25    10.71.114.119     55777      10123      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  68745f57-        N/A    0x48002800000000L        1  local  0x7f94a42dfc80  0x7f948e584170  0x7f948e5ce080      2982798        281932         0      0
43224179        0      0        0              0          0               0   10.239.30.64      40.101.80.2     60655        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        2  local  0x7f9421bb75d0  0x7f948e584170  0x7f948e5842e0       354457        261891         0      0
43224908        1      0        0              7          7               0  10.239.30.177     10.71.114.60       161      44826     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002802000000L        1   peer  0x7f9416e326d0  0x7f948e584170  0x7f948e5ce080       275230        250689         0      0
43225251        0      0        0              0          0               0  10.239.30.121     52.32.28.115      4236       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f93f80178c0  0x7f948e584170  0x7f948e5845c0       228080        227910         0      0
43227142        1      0        1              1          1               0   10.239.30.16    10.230.134.18     59150         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a45928d0  0x7f948e584170  0x7f948e5d9880        43625         43588         0      0
43225132        1      0        0              5          5               0  10.239.30.177     10.71.114.60       161       3573     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002802000000L        1   peer  0x7f93f80b7c60  0x7f948e584170  0x7f948e5ce080       248079        232038         0      0
43225086        1      0        7             14         14               0  10.239.30.151    10.71.114.119       135      52617      6     0    normal                   APP_MSRPC(742)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48802800000000L        1   peer  0x7f94a456bee0  0x7f948e584170  0x7f948e5ce080       254969        245644         0      0
43225604        1      0       14             14         14               0  10.239.30.178     10.71.114.60       161      24231     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002800000000L        1   peer  0x7f94194e7a80  0x7f948e584170  0x7f948e5ce080       188593        188093         0      0
43227265        1      0        4              0          0               0   10.239.30.21     10.24.112.43     53672       5508      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional               Branch to Branch Direct    gateway  loadbalance     Default-Any-Other  68745f57-        N/A     0x8202800000000L        1  local  0x7f94a4077d80  0x7f948e584170  0x7f948e5ce7b0        25950         18943         0      0
43226143        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58778         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a52b3960  0x7f948e584170  0x7f948e5ce080       143543        143506         0      0
43226395        1      0       22             19         19               0   10.239.30.21    10.72.112.160     53659        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  07fe0dea-        N/A    0x48802800000000L        1  local  0x7f940d6a3750  0x7f948e584170  0x7f948e5b4840       122327        121866         0      0
43207535        0      0        0              0          0               0   10.239.30.64     148.139.7.68     60198        443      6     0    normal            APP_SERVICE_NOW(3773)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f9416e3fa60  0x7f948e584170  0x7f948e5842e0      2417735         12614         0      0
43215444        1      0       12             15         15               0  10.239.30.155      10.20.52.93     65352      59451      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48202800000000L        1   peer  0x7f943a6ae180  0x7f948e584170  0x7f948e5ce7b0      1383005       1378434         0      0
43227368        1      0        5              5          5               0  10.239.30.152     10.71.112.84     53688         88      6     0    normal                     APP_KRB5(97)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance        Authentication  68745f57-        N/A    0x48802800000000L        1  local  0x7f9420d7b7c0  0x7f948e584170  0x7f948e5ce080         8974          8855         0      0
43225722        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59738         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f941d8db290  0x7f948e584170  0x7f948e5ce080       178024        177986         0      0
43220608        0      0        0              0          0               0  10.239.30.151   18.195.202.253     54949        443      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        1  local  0x7f94a4099bf0  0x7f948e584170  0x7f948e5842e0       787619          7556         0      0
43226748        1      0        0              3          3               0  10.239.30.177     10.71.114.60       161      44814     17     0    normal                    APP_SNMP(190)                  APP_CLASS_MANAGEMENT(11)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A     0x8002802000000L        1   peer  0x7f94a4604960  0x7f948e584170  0x7f948e5ce080        95623         89162         0      0
43225453        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58328         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94336d9240  0x7f948e584170  0x7f948e5ce080       208926        208888         0      0
43225359        0      0        0              0          0               0   10.239.30.24     20.190.159.5     61014        443      6     0    normal              APP_OFFICE365(1448)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9419509240  0x7f948e584170  0x7f948e5842e0       217976        216966         0      0
43226501        1      0        3              0          0               0   10.239.30.23     10.72.112.13     56757       5508      6     0    normal                     APP_TCP(205)               APP_CLASS_OTHER_TCP_UDP(21)  transactional               Branch to Branch Direct    gateway  loadbalance     Default-Any-Other  07fe0dea-        N/A     0x8202800000000L        1  local  0x7f94a45eb630  0x7f948e584170  0x7f948e5b4840       118668        109668         0      0
43225050        0      0        0              0          0               0   10.239.30.25    162.252.72.91     57217        443      6     0    normal             APP_LIVEPERSON(2721)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94336d6490  0x7f948e584170  0x7f948e5845c0       260578        197665         0      0
43227066        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58842         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f9420d95090  0x7f948e584170  0x7f948e5ce080        52343         52306         0      0
FID        SECURE  SEGID     FDSN  MAX_RECV_FDSN  FDSN_READ  LAST_LATE_FDSN         SRC_IP          DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP  PRIORITY                      APPLICATION                                 APP_CLASS   TRAFFIC-TYPE                                 ROUTE  ROUTE-POL     LINK-POL               BIZ-POL      NH-ID    LINK-ID               FLAGS1  VERSION    SRC            ADDR              SR              DR  FLOW AGE MS  IDLE TIME MS  CBH-FLOW  DROPS
43225829        1      0        1              1          1               0  10.239.30.152      10.71.50.53     58373         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a45b4a90  0x7f948e584170  0x7f948e5ce080       168996        168951         0      0
43227020        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59540         53     17    16    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f801f370  0x7f948e584170  0x7f948e5ce080        54071         54034         0      0
43226592        0      0        0              0          0               0  10.239.30.121    44.224.180.80      4276       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f9421ba1640  0x7f948e584170  0x7f948e5845c0       109083        108911         0      0
43227179        0      0        0              0          0               0  10.239.31.249    165.225.26.44     60543         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  00000000-  0x800000000a000000L        1  local  0x7f94a40d3a90  0x7f948e585700  0x7f948e5842e0        38062         37000         0      2
43227276        0      0        0              0          0               0  10.239.30.155     52.97.201.82     63064        443      6     0    normal              APP_OFFICE365(1448)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f941950bb80  0x7f948e584170  0x7f948e5845c0        25334         25025         0      0
43225795        0      0        0              0          0               0  10.239.30.121    44.232.218.68      4255       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f94a45a9f00  0x7f948e584170  0x7f948e5845c0       173300        173123         0      0
43225551        1      0        8              7          7               0   10.239.30.58      10.20.33.13     53048      51447      6     0    normal           APP_WS_DISCOVERY(3743)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48802800000000L        1   peer  0x7f943a6a5af0  0x7f948e584170  0x7f948e5ce7b0       196811        196610         0      0
43226003        1      0        1              0          0               0  10.239.30.157     10.104.64.10     20240        389     17     0    normal                    APP_LDAP(100)               APP_CLASS_AUTHENTICATION(3)  transactional               Branch to Branch Direct    gateway  loadbalance        Authentication  68745f57-        N/A     0x8002800000001L        1  local  0x7f93f802ad40  0x7f948e584170  0x7f948e5ce7b0       153640        153640         0      0
43226730        1      0        1              0          0               0  10.239.30.152     10.34.230.11     59675         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000001L        1  local  0x7f940d677980  0x7f948e584170  0x7f948e5ce7b0        97467         97467         0      0
43225199        1      0        1              1          1               0   10.239.30.19    10.230.134.18     60970         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a46d4070  0x7f948e584170  0x7f948e5d9880       237612        237575         0      0
43138259        1      0       23             22         22               0   10.239.30.18    10.72.112.160     53578      10123      6     0    normal                     APP_SSL(199)           APP_CLASS_TUNNELING_AND_VPN(18)  transactional               Branch to Branch Direct    gateway  loadbalance     Tunneling and VPN  07fe0dea-        N/A    0x48002800000000L        2  local  0x7f9423fdac00  0x7f948e584170  0x7f948e5b4840     12789403        187220         0      0
43151667        1      0      164            174        174               0  10.239.30.155      10.20.32.23     65352      62872      6     0    normal                   APP_DCERPC(26)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance          User Default  68745f57-        N/A    0x48002800000000L        2   peer  0x7f94a40a1980  0x7f948e584170  0x7f948e5ce7b0     10752249         96683         0      0
43224505        0      0        0              0          0               0   10.239.30.58    52.39.184.169     58187       9930     17     0    normal                     APP_WTP(226)             APP_CLASS_NETWORK_SERVICE(13)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-           0xa000000L        1  local  0x7f94a42ff0d0  0x7f948e584170  0x7f948e5845c0       321478        321310         0      0
43226116        1      0        1              1          1               0  10.239.30.155      10.23.50.53     61686         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f802f940  0x7f948e584170  0x7f948e5ce7b0       145365        145218         0      0
43225747        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59765         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4593390  0x7f948e584170  0x7f948e5ce080       176602        176565         0      0
43224840        1      0        1              1          1               0  10.239.30.151      10.23.50.53     55559         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a45e0ba0  0x7f948e584170  0x7f948e5ce7b0       281499        281354         0      0
43225373        0      0        0              0          0               0   10.239.30.24    40.126.32.138     61016        443      6     0    normal              APP_MICROSOFT(2821)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9416e37af0  0x7f948e584170  0x7f948e5845c0       216636        216344         0      0
43225196        1      0        1              1          1               0  10.239.30.152      10.71.50.53     59173         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a402cc70  0x7f948e584170  0x7f948e5ce080       237886        237841         0      0
43225826        1      0        1              1          1               0  10.239.30.152      10.71.50.53     57705         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f93f2f03330  0x7f948e584170  0x7f948e5ce080       169021        168977         0      0
43226919        1      0        1              1          1               0  10.239.30.151      10.23.50.53     65515         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a4033210  0x7f948e584170  0x7f948e5ce7b0        67791         67646         0      0
43227024        1      0        1              1          1               0   10.239.30.16    10.230.134.18     63810         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a42e4310  0x7f948e584170  0x7f948e5d9880        53795         53758         0      0
43225682        1      0        1              1          1               0  10.239.30.152      10.71.50.53     57679         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a40a7350  0x7f948e584170  0x7f948e5ce080       181866        181829         0      0
43225771        0      0        0              0          0               0  10.239.30.115    40.108.241.27     64533        443      6     0    normal      APP_SHAREPOINT_ONLINE(1453)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        3  local  0x7f9423fe7f10  0x7f948e584170  0x7f948e5845c0       175012         50785         0      0
43226707        0      0        0              0          0               0  10.239.31.249    165.225.26.44     37123         80      6     0      high                     APP_HTTP(67)                   APP_CLASS_VELOCLOUD(20)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance  VeloCloud Management        N/A  00000000-  0x800000000a000000L        1  local  0x7f94a6c99590  0x7f948e585700  0x7f948e5842e0        98757         97739         0      2
43188597        0      0        0              0          0               0   10.239.30.19    172.67.71.159     52131        443      6     0    normal             APP_CLOUDFLARE(1445)               APP_CLASS_INFRASTRUCTURE(9)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4000000a000000L        3  local  0x7f94a41b1630  0x7f948e584170  0x7f948e5845c0      5063792          5658         0      0
43225791        0      0        0              0          0               0   10.239.30.17    3.120.221.108     54161        443      6     0    normal                  APP_AMAZON(968)                         APP_CLASS_WEB(19)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9438018390  0x7f948e584170  0x7f948e5842e0       173625        172267         0      0
43225952        1      0        1              1          1               0  10.239.30.152     10.245.58.64     59903         53     17     0    normal                      APP_DNS(32)             APP_CLASS_NETWORK_SERVICE(13)  transactional               Branch to Branch Direct    gateway  loadbalance       Network Service  68745f57-        N/A     0x8002800000000L        1  local  0x7f94a457bec0  0x7f948e584170  0x7f948e5ce7b0       157549        157479         0      0
43225987        0      0        0              0          0               0   10.239.30.24      20.50.73.10     61216        443      6     0    normal        APP_TENCENT_MEETING(5014)       APP_CLASS_BUSINESS_COLLABORATION(5)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f94380193b0  0x7f948e584170  0x7f948e5842e0       155334        119194         0      0
43220940        0      0        0              0          0               0   10.239.30.64    52.97.144.178     60547        443      6     0    normal                APP_OUTLOOK(1478)         APP_CLASS_BUSINESS_APPLICATION(4)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-    0x4080000a000000L        1  local  0x7f9414228a10  0x7f948e584170  0x7f948e5842e0       749948        261893         0      0
43225490        0      0        0              0          0               0  10.239.30.121    44.232.218.68      4246       9930     17     0    normal                     APP_UDP(216)               APP_CLASS_OTHER_TCP_UDP(21)  transactional  Direct to Cloud via Security Service     dipsec   bw_balance              Internet        N/A  c9e3c5a5-      0x20000a000000L        1  local  0x7f94a4121a80  0x7f948e584170  0x7f948e5845c0       205123        204951         0      0
