"name","location.u_site_id","u_node_id"
"002704411B87","FRBRO","FRBRO-EMEA-ANIRA (00:27:04:41:1B:87)"
"002704411B91","FRSAV","FRSAV-EMEA-ANIRA (00:27:04:41:1B:91)"
"002704411C1D","ESIRV","ESIRV-EMEA-ANIRA (00:27:04:41:1C:1D)"
"002704411C27","ESIRA","ESIRA-EMEA-ANIRA (00:27:04:41:1C:27)"
"002704411C3B","NLRDV","NLRDV-EMEA-ANIRA (00:27:04:41:1C:3B)"
"002704411C59","PLLES","PLLES-EMEA-ANIRA (00:27:04:41:1C:59)"
"002704411C6D","CZHAS","CZHAS-EMEA-ANIRA (00:27:04:41:1C:6D)"
"002704411C77","FIJOE","FIVAR-EMEA-ANIRA (00:27:04:41:1C:77)"
"002704411C81","FIJOE","FITUR-EMEA-ANIRA (00:27:04:41:1C:81)"
"002704411C95","FIJOE","FILUK-EMEA-ANIRA (00:27:04:41:1C:95)"
"002704411C9F","PTAMA","PTAMA-EMEA-ANIRA (00:27:04:41:1C:9F)"
"002704411CA9","PLPLO","PLPLO-EMEA-ANIRA (00:27:04:41:1C:A9)"
"002704411CDB","ATVIE","ATVIE-EMEA-ANIRA (00:27:04:41:1C:DB)"
"002704411CEF","HRZAG","HRZAG-EMEA-ANIRA (00:27:04:41:1C:EF)"
"002704411CF9","BENIU","BENIU-EMEA-ANIRA (00:27:04:41:1C:F9)"
"002704411D03","ESBAB","ESBAB-EMEA-ANIRA (00:27:04:41:1D:03)"
"002704411D0D","HUBUD","HUBUD-EMEA-ANIRA (00:27:04:41:1D:0D)"
"002704411D17","ITSGP","ITSGP-EMEA-ANIRA (00:27:04:41:1D:17)"
"002704411D21","SEORE","SEORE-AAES-ANIRA (00:27:04:41:1D:21)"
"002704411D2B","HUSZE","HUSZE-EMEA-ANIRA (00:27:04:41:1D:2B)"
"002704411EF7","SGSIB","SGSIB-APAC-ANIRA (00:27:04:41:1E:F7)"
"002704411F01","AUMEN","AUMEN-APAC-ANIRA (00:27:04:41:1F:01)"
"002704411F0B","JPTOK","JPTOK-APAC-ANIRA (00:27:04:41:1F:0B)"
"002704411F1F","JPOSA","JPOSA-APAC-ANIRA (00:27:04:41:1F:1F)"
"002704411F29","THBAA","THBAA-APAC-ANIRA (00:27:04:41:1F:29)"
"002704411F51","ITMTL","ITMTL-EMEA-ANIRA (00:27:04:41:1F:51)"
"002704412019","ZAIDS","ZAIDS-EMEA-ANIRA (00:27:04:41:20:19)"
"002704412145","PLWKA","PLWKA-EMEA-ANIRA (00:27:04:41:21:45)"
"002704412267","AULAN","AULAN-AAES-ANIRA (00:27:04:41:22:67)"
"00270441231B","ESOLI","ESOLI-AAES-ANIRA (00:27:04:41:23:1B)"
"002704412339","AUCRE","AUCRE-AAES-ANIRA (00:27:04:41:23:39)"
"002704412343","ITVAL","ITVAL-EMEA-ANIRA (00:27:04:41:23:43)"
"00270441239D","NLDRI","NLDRI-HOSP-ANIRA (00:27:04:41:23:9D)"
"00270441241F","AUCOO","AUCOO-AAES-ANIRA (00:27:04:41:24:1F)"
"002704412433","DESUR","DESUR-AAES-ANIRA (00:27:04:41:24:33)"
"002704413AEF","AUHEN","AUHEN-APAC-ANIRA (00:27:04:41:3A:EF)"
"002704413B35","HKKOA","HKKOA-APAC-ANIRA (00:27:04:41:3B:35)"
"002704413D6F","FRNOR","FRNOR-AAES-ANIRA (00:27:04:41:3D:6F)"
"002704413D83","AUBRI","AUBRI-HOSP-ANIRA (00:27:04:41:3D:83)"
"002704413D8D","AUCLA","AUCLA-AAES-ANIRA (00:27:04:41:3D:8D)"
"002704413DE7","KRGUN","KRGUN-APAC-ANIRA (00:27:04:41:3D:E7)"
"002704413F09","CAMIE","CAMIE-AAES-ANIRA (00:27:04:41:3F:09)"
"00270441405D","SADAM","SADAM-AAES-ANIRA (00:27:04:41:40:5D)"
"002704414139","FRSIX","FRSIX-AAES-ANIRA (00:27:04:41:41:39)"
"00270441414D","FRTOU","FRTOU-AAES-ANIRA (00:27:04:41:41:4D)"
"002704414251","HKKWU","HKKWU-AAGS-ANIRA (00:27:04:41:42:51)"
"0027044142BF","HUDEK","HUDEK-AAES-ANIRA (00:27:04:41:42:BF)"
"0027044142C9","DEMAH","DEMAH-AAES-ANIRA (00:27:04:41:42:C9)"
"0027044142FB","DEWUP","DEWUP-AAES-ANIRA (00:27:04:41:42:FB)"
"002704414319","DESCH","DESCH-AAES-ANIRA (00:27:04:41:43:19)"
"0027044144B3","KRILS","KRILS-APAC-ANIRA (00:27:04:41:44:B3)"
"0027044144D1","KRBUC","KRBUC-AAES-ANIRA (00:27:04:41:44:D1)"
"0027044144DB","KRSIH","KRSIH-APAC-ANIRA (00:27:04:41:44:DB)"
"0027044144EF","KRDAW","KRDAW-APAC-ANIRA (00:27:04:41:44:EF) "
"00270441450D","KRDAE","KRDAE-APAC-ANIRA (00:27:04:41:45:0D)"
"0027044149E5","UKHEM","UKHEM-AAES-ANIRA (00:27:04:41:49:E5)"
"0027044149EF","UKCOL","UKCOL-AAES-ANIRA (00:27:04:41:49:EF)"
"0027044149F9","UKFAR","UKFAR-AAES-ANIRA (00:27:04:41:49:F9)"
"002704414A03","UKBLA","UKBLA-AAES-ANIRA (00:27:04:41:4A:03)"
"002704414A0D","UKDEW","UKDEW-AAES-ANIRA (00:27:04:41:4A:0D)"
"002704414B39","SKSHE","SKSHE-EMEA-ANIRA (00:27:04:41:4B:39)"
"002704414B43","AUTOW","AUTOW-APAC-ANIRA (00:27:04:41:4B:43)"
"002704414C6F","DEMOR","DEMOR-AAES-ANIRA (00:27:04:41:4C:6F)"
"002704414C79","ESSMV","ESSMV-HOSP-ANIRA (00:27:04:41:4C:79)"
"002704414D69","AUCAO","AUCAO-APAC-ANIRA (00:27:04:41:4D:69)"
"002704414E8B","FRVOG","FRVOG-AAES-ANIRA (00:27:04:41:4E:8B)"
"002704414EEF","FRMAR","FRMAR-AAES-ANIRA (00:27:04:41:4E:EF)"
"002704415039","FRVAL","FRVAL-AAES-ANIRA (00:27:04:41:50:39)"
"00270442B9B5","USDES","USDES-AAES-ANIRA (00:27:04:42:B9:B5)"
"00270442C743","USMON","USMON-AMER-ANIRA (00:27:04:42:C7:43)"
"00270442D12F","USBAX","USBAX-AMER-ANIRA (00:27:04:42:D1:2F)"
"00270442D25B","USEAS","USEAS-AMER-ANIRA (00:27:04:42:D2:5B)"
"00270442D265","USGAR","USGAR-AMER-ANIRA (00:27:04:42:D2:65)"
"00270442D283","USELM","USELM-AMER-ANIRA (00:27:04:42:D2:83)"
"00270442D2BF","USDIS","USDIS-AMER-ANIRA (00:27:04:42:D2:BF)"
"00270442D5D5","USORO","USORO-AAES-ANIRA (00:27:04:42:D5:D5)"
"00270442D9B3","USCRL","USCRL-AMER-ANIRA (00:27:04:42:D9:B3)"
"00270442D9BD","USCAR","USCAR-AMER-ANIRA (00:27:04:42:D9:BD)"
"00270442D9EF","USCTY","USCTY-AMER-ANIRA (00:27:04:42:D9:EF)"
"00270442DA85","USKEN","USKEN-AMER-ANIRA (00:27:04:42:DA:85)"
"00270442DBBB","USLOD","USLOD-AMER-ANIRA (00:27:04:42:DB:BB)"
"00270442DBC5","USMIL","USMIL-AMER-ANIRA (00:27:04:42:DB:C5)"
"00270442DBD9","USHAR","USHAR-AMER-ANIRA (00:27:04:42:DB:D9)"
"00270442DBF7","USIRA","USIRA-AMER-ANIRA (00:27:04:42:DB:F7)"
"00270442DC01","USSOM","USSOM-AMER-ANIRA (00:27:04:42:DC:01)"
"00270442DC1F","USROC","USROC-AMER-ANIRA (00:27:04:42:DC:1F)"
"00270442DC29","USNWT","USNWT-AMER-ANIRA (00:27:04:42:DC:29)"
"0027044329D1","IEBAL","IEBAL-AAES-ANIRA (00:27:04:43:29:D1)"
"0027044329DB","IENRO","IENRO-AAES-ANIRA (00:27:04:43:29:DB)"
"002704433007","IEDUB","IEDUB-EMEA-ANIRA (00:27:04:43:30:07)"
"002704433327","FRSAR","FRSAR-AAES-ANIRA (00:27:04:43:33:27)"
"0027044335ED","ITEUR","ITEUR-EMEA-ANIRA (00:27:04:43:35:ED)"
"00270443392B","TWTAP","TWTAP-APAC-ANIRA (00:27:04:43:39:2B)"
"002704433999","THBAG","THBAG-HOSP-ANIRA (00:27:04:43:39:99)"
"002704433B47","DEHAL","DEHAL-AAES-ANIRA (00:27:04:43:3B:47)"
"002704433C4B","ATNIE","ATNIE-AAES-ANIRA (00:27:04:43:3C:4B)"
"002704433C5F","SEJON","SEJON-AAES-ANIRA (00:27:04:43:3C:5F)"
"002704433D81","AUBRS","AUBRS-APAC-ANIRA (00:27:04:43:3D:81)"
"002704433F1B","DELIP","DELIP-AAES-ANIRA (00:27:04:43:3F:1B)"
"0027044340BF","DEBOC","DEBOC-AAES-ANIRA (00:27:04:43:40:BF)"
"00270443467D","FRVIM","FRVIM-AAES-ANIRA (00:27:04:43:46:7D)"
"0027044346FF","UKOLD","UKOLD-AAES-ANIRA (00:27:04:43:46:FF)"
"0027044348CB","FROLE","FROLE-AAES-ANIRA (00:27:04:43:48:CB)"
"0027044348D5","FRAVI","FRAVI-AAES-ANIRA (00:27:04:43:48:D5)"
"0027044348DF","FREGU","FREGU-AAES-ANIRA (00:27:04:43:48:DF)"
"002704434925","PTTRA","PTTRA-EMEA-ANIRA (00:27:04:43:49:25)"
"002704434A3D","CHFEH","CHFEH-AAES-ANIRA (00:27:04:43:4A:3D)"
"002704434D8F","PHANG","PHANG-AAES-ANIRA (00:27:04:43:4D:8F)"
"002704434F47","AUEPP","AUEPP-AAES-ANIRA (00:27:04:43:4F:47)"
"002704434F51","CHROM","CHROM-AAES-ANIRA (00:27:04:43:4F:51)"
"002704434F79","DKHVI","DKHVI-AAES-ANIRA (00:27:04:43:4F:79)"
"002704434F83","ESPIN","ESPIN-AAES-ANIRA (00:27:04:43:4F:83)"
"002704434F8D","PLPIA","PLPIA-AAES-ANIRA (00:27:04:43:4F:8D)"
"002704434F97","ESSAC","ESSAC-AAES-ANIRA (00:27:04:43:4F:97)"
"002704434FE7","AUSEV","AUSEV-AAES-ANIRA (00:27:04:43:4F:E7)"
"0027044351E5","NZCHR","NZCHR-APAC-ANIRA (00:27:04:43:51:E5)"
"00270443532F","IEUBL","IEUBL-EMEA-ANIRA (00:27:04:43:53:2F)"
"002704435343","FRNAR","FRNAR-AAES-ANIRA (00:27:04:43:53:43)"
"002704435401","FRSAH","FRSAH-EMEA-ANIRA (00:27:04:43:54:01)"
"002704435893","FIJOE","FIPOO-EMEA-ANIRA (00:27:04:43:58:93)"
"002704435B4F","ILYAV","ILYAV-EMEA-ANIRA (00:27:04:43:5B:4F)"
"002704435BF9","NZALB","NZALB-APAC-ANIRA (00:27:04:43:5B:F9)"
"002704435CCB","NZTIM","NZTIM-APAC-ANIRA (00:27:04:43:5C:CB)"
"00270443633D","ESSAN","ESSAN-EMEA-ANIRA (00:27:04:43:63:3D)"
"00270443636F","ESESC","ESESC-EMEA-ANIRA (00:27:04:43:63:6F)"
"002704436405","SKBRT","SKBRT-AAES-ANIRA (00:27:04:43:64:05)"
"002704436531","DEWIE","DEWIE-HOSP-ANIRA (00:27:04:43:65:31)"
"002704436851","CAVIC","CAVIC-HOSP-ANIRA (00:27:04:43:68:51)"
"002704436941","CZVEL","CZVEL-AAES-ANIRA (00:27:04:43:69:41)"
"002704436F13","MXGUA","MXGUA-AAES-ANIRA (00:27:04:43:6F:13)"
"002704436F45","MXMTX","MXMTX-AMER-ANIRA (00:27:04:43:6F:45)"
"002704436FD1","MXANI","MXANI-AMER-ANIRA (00:27:04:43:6F:D1)"
"0027044372FB","CAABB","CAABB-AAES-ANIRA (00:27:04:43:72:FB)"
"002704437463","CAMIT","CAMIT-AMER-ANIRA (00:27:04:43:74:63)"
"002704437481","COBUC","COBUC-AMER-ANIRA (00:27:04:43:74:81)"
"00270443748B","MXTJN","MXTJN-AMER-ANIRA (00:27:04:43:74:8B)"
"0027044374D1","MXCIU","MXCIU-AAES-ANIRA (00:27:04:43:74:D1)"
"0027044374DB","MXCUA","MXCUA-AAES-ANIRA (00:27:04:43:74:DB)"
"0027044374E5","MXJAL","MXJAL-AAES-ANIRA (00:27:04:43:74:E5)"
"0027044374F9","MXTAM","MXTAM-AAES-ANIRA (00:27:04:43:74:F9)"
"002704437503","MXQUE","MXQUE-AAES-ANIRA (00:27:04:43:75:03)"
"00270443750D","MXNUE","MXNUE-AAES-ANIRA (00:27:04:43:75:0D)"
"002704437517","MXTUL","MXTUL-AMER-ANIRA (00:27:04:43:75:17)"
"002704437521","MXMXB","MXMXB-AMER-ANIRA (00:27:04:43:75:21)"
"0027044377AB","CAVDO","CAVDO-AMER-ANIRA (00:27:04:43:77:AB)"
"002704444C77","USDAV","USDAV-AAES-ANIRA (00:27:04:44:4C:77)"
"002704445E01","USSAS","USSAS-AAES-ANIRA (00:27:04:44:5E:01)"
"002704445E29","USABY","USABY-AAES-ANIRA (00:27:04:44:5E:29)"
"002704448129","USDON","USDON-AAES-ANIRA (00:27:04:44:81:29)"
"002704448C19","USNCH","USNCH-AAES-ANIRA (00:27:04:44:8C:19)"
"00270444973B","CNXUH","CNXUH-HOSP-ANIRA (00:27:04:44:97:3B)"
"00270444988F","INJAM","INJAM-EMEA-ANIRA (00:27:04:44:98:8F)"
"0027044498AD","INMUE","INMUE-EMEA-ANIRA (00:27:04:44:98:AD)"
"0027044498CB","INDEL","INDEL-EMEA-ANIRA (00:27:04:44:98:CB)"
"002704449C63","PHMAN","PHMAN-APAC-ANIRA (00:27:04:44:9C:63)"
"002704449EA7","TRIOS","TRIOS-EMEA-ANIRA (00:27:04:44:9E:A7)"
"00270444A5CD","NZWEA","NZWEA-APAC-ANIRA (00:27:04:44:A5:CD)"
"00270444A645","ZAJOP","ZAJOP-EMEA-ANIRA (00:27:04:44:A6:45)"
"00270444A753","FRGRE","FRGRE-AAES-ANIRA (00:27:04:44:A7:53)"
"00270444A91F","NZAND","NZAND-APAC-ANIRA (00:27:04:44:A9:1F)"
"00270444AA87","ROBUH","ROBUH-EMEA-ANIRA (00:27:04:44:AA:87)"
"00270444AA91","FRSAL","FRSAL-AAES-ANIRA (00:27:04:44:AA:91)"
"00270444AEAB","FRAUB","FRAUB-AAES-ANIRA (00:27:04:44:AE:AB)"
"00270444AEBF","IEGLY","IEGLY-HID-ANIRA (00:27:04:44:AE:BF)"
"00270444AEC9","SELAN","SELAN-AAES-ANIRA (00:27:04:44:AE:C9)"
"00270444B487","CRSAN","CRSAN-AMER-ANIRA (00:27:04:44:B4:87)"
"00270444B833","AUMAR","AUMAR-APAC-ANIRA (00:27:04:44:B8:33)"
"00270444BA45","MYKUL","MYKUL-HID-ANIRA (00:27:04:44:BA:45)"
"00270444C75B","USAUR","USAUR-AMER-ANIRA (00:27:04:44:C7:5B)"
"00270444C779","USNRC","USNRC-AAES-ANIRA (00:27:04:44:C7:79)"
"00270444C7A1","USSTL","USSTL-AAES-ANIRA (00:27:04:44:C7:A1)"
"00270444DEDF","USAUA","USAUA-AMER-ANIRA (00:27:04:44:DE:DF)"
"00270444DFC5","USMAN","USMAN-AMER-ANIRA (00:27:04:44:DF:C5)"
"00270444E001","USSTC","USSTC-AMER-ANIRA (00:27:04:44:E0:01)"
"00270444E213","USSAF","USSAF-AMER-ANIRA (00:27:04:44:E2:13)"
"00270444E2A9","USPHI","USPHI-AMER-ANIRA (00:27:04:44:E2:A9)"
"00270444E2D1","USMOW","USMOW-AMER-ANIRA (00:27:04:44:E2:D1)"
"00270444F569","USPHX","USPHX-AMER-ANIRA (00:27:04:44:F5:69)"
"0027044507C5","USHTG","USHTG-AMER-ANIRA (00:27:04:45:07:C5)"
"002704451639","USCTT","USCTT-AAES-ANIRA (00:27:04:45:16:39)"
"002704453D8F","USPLE","USPLE-AAES-ANIRA (00:27:04:45:3D:8F)"
"002704453DAD","USFRA","USFRA-AAES-ANIRA (00:27:04:45:3D:AD)"
"002704453DB7","USMOO","USMOO-AAES-ANIRA (00:27:04:45:3D:B7)"
"00270445D317","USNYC","USNYC-EMEA-ANIRA (00:27:04:45:D3:17)"
"00270445D38F","USFAI","USFAI-AAES-ANIRA (00:27:04:45:D3:8F)"
"00270445F7C5","USHAM","USHAM-AAES-ANIRA (00:27:04:45:F7:C5)"
"00270445F7D9","USLAS","USLAS-AAES-ANIRA (00:27:04:45:F7:D9)"
"00270445F81F","USWOR","USWOR-AAES-ANIRA (00:27:04:45:F8:1F)"
"00270445F847","USLIV","USLIV-AAES-ANIRA (00:27:04:45:F8:47)"
"00270445F86F","USDEE","USDEE-AAES-ANIRA (00:27:04:45:F8:6F)"
"00270445F88D","USKER","USKER-AAES-ANIRA (00:27:04:45:F8:8D)"
"00270445F8F1","USCOL","USCOL-AAES-ANIRA (00:27:04:45:F8:F1)"
"00270445F90F","USAUE","USAUE-AAES-ANIRA (00:27:04:45:F9:0F)"
"00270445FC89","USFLO","USFLO-AAES-ANIRA (00:27:04:45:FC:89)"
"00270445FCE3","USKYR","USKYR-AAES-ANIRA (00:27:04:45:FC:E3)"
"00270445FCED","USSYR","USSYR-AAES-ANIRA (00:27:04:45:FC:ED)"
"00270445FCF7","USPEA","USPEA-AAES-ANIRA (00:27:04:45:FC:F7)"
"00270445FD1F","USELG","USELG-AAES-ANIRA (00:27:04:45:FD:1F)"
"00270445FE5F","USARD","USARD-AAES-ANIRA (00:27:04:45:FE:5F)"
"002704462353","USMOA","USMOA-AMER-ANIRA (00:27:04:46:23:53)"
"002704462371","USSAL","USSAL-AMER-ANIRA (00:27:04:46:23:71)"
"0027044627D1","USMRD","USMRD-AAES-ANIRA (00:27:04:46:27:D1)"
"002704462DA3","USCHL","USCHL-AMER-ANIRA (00:27:04:46:2D:A3)"
"002704463F4B","USVEN","USVEN-AMER-ANIRA (00:27:04:46:3F:4B)"
"00270446F5E1","USCLN","USCLN-AMER-ANIRA (00:27:04:46:F5:E1)"
"00270447138F","USBLN","USBLN-AMER-ANIRA (00:27:04:47:13:8F)"
"002704474A53","USWST","USWST-AAES-ANIRA (00:27:04:47:4A:53)"
"002704474AF3","USLWR","USLWR-AAES-ANIRA (00:27:04:47:4A:F3)"
"00270447501B","USONT","USONT-AMER-ANIRA (00:27:04:47:50:1B)"
"002704476EBB","USINT","USINT-AAES-ANIRA (00:27:04:47:6E:BB)"
"002704480547","USTRA","USTRA-HOSP-ANIRA (00:27:04:48:05:47)"
"002704483017","USRCH","USRCH-AAES-ANIRA (00:27:04:48:30:17)"
"00270448335F","USFRN","USFRN-AAES-ANIRA (00:27:04:48:33:5F)"
"002704484403","USKNS","USKNS-AAES-ANIRA (00:27:04:48:44:03)"
"002704487923","USMCK","USMCK-AAES-ANIRA (00:27:04:48:79:23)"
"00270448AA83","USPHA","USPHA-AAES-ANIRA (00:27:04:48:AA:83)"
"00270448C0A9","USRUS","USRUS-AAES-ANIRA (00:27:04:48:C0:A9)"
"002704490375","USCON","USCON-AAES-ANIRA (00:27:04:49:03:75)"
"002704490DA7","USHOE","USHOE-AAES-ANIRA (00:27:04:49:0D:A7)"
"002704492E9F","USGRO","USGRO-AAES-ANIRA (00:27:04:49:2E:9F)"
"00270449366F","USMES","USMES-AMER-ANIRA (00:27:04:49:36:6F)"
"0027044D4589","CNLEL","CNLEL-APAC-ANIRA (00:27:04:4D:45:89)"
"0027044D466F","CNWHX","CNWHX-AAES-ANIRA (00:27:04:4D:46:6F)"
"0027044D4683","CNPAN","CNPAN-APAC-ANIRA (00:27:04:4D:46:83)"
"0027044D468D","CNSHC","CNSHC-AAES-ANIRA (00:27:04:4D:46:8D)"
"0027044D46A1","CNCHA","CNCHA-APAC-ANIRA (00:27:04:4D:46:A1)"
"0027044D46AB","CNGON","CNGON-APAC-ANIRA (00:27:04:4D:46:AB)"
"0027044D4813","CNDAS","CNDAS-APAC-ANIRA (00:27:04:4D:48:13)"
"0027044D4A11","CNYAN","CNYAN-APAC-ANIRA (00:27:04:4D:4A:11)"
"0027044D4A1B","CNWUY","CNWUY-APAC-ANIRA (00:27:04:4D:4A:1B)"
"0027044D4CC3","CNBEA","CNBEA-APAC-ANIRA (00:27:04:4D:4C:C3)"
"0027044D4D09","CNQIN","CNQIN-APAC-ANIRA (00:27:04:4D:4D:09)"
"0027044D50E7","MXMTY","MXMTY-AAES-ANIRA (00:27:04:4D:50:E7)"
"0027044D5641","CNCHB","CNCHB-AAES-ANIRA (00:27:04:4D:56:41)"
"0027044D5A33","CNCHE","CNCHE-AAES-ANIRA (00:27:04:4D:5A:33)"
"0027044D5C63","CNSGG","CNSGG-AAGS-ANIRA (00:27:04:4D:4A:4D)"
"0027044D5EA7","CNSZX","CNSZX-HID-ANIRA (00:27:04:4D:5E:A7)"
"0027044D9165","ESBRC","ESBRC-AAES-ANIRA (00:27:04:4D:91:65)"
"ARASSABUE0001R","AREZE","AREZE-HID-AVPN (ARASSABUE0001R)"
"ATASSASCH0002R","ATWIE","ATWIE-AAES-AVPN (ATASSASCH0002R)"
"ATASSAVIE0002R","ATVIE","ATVIE-EMEA-AVPN (ATASSAVIE0002R)"
"AUASAAAUROC01PVCE01_EHA","AUROC","AUROC-APAC-VCEHA (AUASAAAUROC01PVCE01_EHA)"
"AUASAAOAKAU01PVCE1_EHA","AUOAK","AUOAK-APAC-VCEHA (AUASAAOAKAU01PVCE1_EHA)"
"AUASSAAUB0001R","AUAUB","AUAUB-APAC-AVPN (AUASSAAUB0001R)"
"AUASSABEV0002R","AUMAR","AUMAR-APAC-AVPN (AUASSABEV0002R)"
"AUASSABRI0001R","AUBRJ","AUBRJ-AAES-AVPN (AUASSABRI0001R)"
"AUASSACHE0001R","AUCHE","AUCHE-APAC-AVPN (AUASSACHE0001R)"
"AUASSADAN0003R","AUDAN","AUDAN-AAES-AVPN (AUASSADAN0003R)"
"AUASSAFOR0001R","AUFOR","AUFOR-APAC-AVPN (AUASSAFOR0001R)"
"AUASSAJBRI0001R","AUBRS","AUBRS-APAC-AVPN (AUASSAJBRI0001R)"
"AUASSAKEY0002R","AUCLA","AUCLA-AAES-AVPN (AUASSAKEY0002R)"
"AUASSAMAL0002R","AUPER","AUPER-APAC-AVPN (AUASSAMAL0002R)"
"AUASSAMEN0005R","AUMEN","AUMEN-APAC-AVPN (AUASSAMEN0005R)"
"AUASSAMUR0001R","AUROC","AUROC-APAC-AVPN (AUASSAMUR0001R)"
"AUASSAOAK0011R","AUOAK","AUOAK-APAC-AVPN (AUASSAOAK0011R)"
"AUASSAOAK0012R","AUOAK","AUOAK-APAC-AVPN (AUASSAOAK0012R)"
"AUASSAWIL0001R","AUWIL","AUWIL-APAC-AVPN (AUASSAWIL0001R)"
"AUASSAYEN0001R","AUYEN","AUYEN-AAES-AVPN (AUASSAYEN0001R)"
"BEASAAHOUBE01PVCE01_EHA","BEHOU","BEHOU-AAES-VCEHA (BEASAAHOUBE01PVCE01_EHA)"
"BEASSAHOU0003R","BEHOU","BEHOU-AAES-AVPN (BEASSAHOU0003R)"
"BEASSALIE0002R","BELIE","BELIE-AAES-AVPN (BEASSALIE0002R)"
"BEASSAMEL0004R","BEMEL","BEMEL-AAES-AVPN (BEASSAMEL0004R)"
"BEASSAMOO0001R","BEMOO","BEMOO-AAES-AVPN (BEASSAMOO0001R)"
"BEASSANIE0002R","BENIU","BENIU-EMEA-AVPN (BEASSANIE0002R)"
"BEASSAWEM0002R","BEBRU","BEBRU-EMEA-AVPN (BEASSAWEM0002R)"
"BRASSABRA0001R","BRDIA","BRDIA-AMER-AVPN (BRASSABRA0001R)"
"BRASSACAM0001R","BRCAM","BRCAM-AMER-AVPN (BRASSACAM0001R)"
"BRASSASAL0001R","BRSAL","BRSAL-AMER-AVPN (BRASSASAL0001R)"
"BRASSASAO0005R","BRGRU","BRGRU-HID-AVPN (BRASSASAO0005R)"
"CAASSAABBBC08R","CAABB","CAABB-AAES-AVPN (CAASSAABBBC08R)"
"CAASSALONON03R","CALON","CALON-AAES-AVPN (CAASSALONON02R)"
"CAASSAMISON04R","CAMIE","CAMIE-AAES-AVPN (CAASSAMISON04R)"
"CAASSAMISON06R","CAMIA","CAMIA-AAES-AVPN (CAASSAMISON05R)"
"CAASSASAIPQ05R","CAPOR","CAPOR-AAES-AVPN (CAASSASAIPQ05R)"
"CAASSASAIPQ08R","CAMOT","CAMOT-AAES-AVPN (CAASSASAIPQ07R)"
"CAASSAVAUBC01R","CAVDO","CAVDO-AMER-AVPN (CAASSAVAUBC01R)"
"CAASSAVAUON03R","CAVAU","CAVAU-AMER-AVPN (CAASSAVAUON03R)"
"CAASSAVAUON05R","CAVAG","CAVAG-AAES-AVPN (CAASSAVAUON05R)"
"CAASSAWOOON01R","CAASH","CAASH-AMER-AVPN (CAASSAWOOON01R)"
"CHASSAFEH0001R","CHFEH","CHFEH-AAES-AVPN (CHASSAFEH0001R)"
"CHASSAGRA0001R","CHGVA","CHGVA-HID-AVPN (CHASSAGRA0001R)"
"CHASSAKLE0002R","CHKLE","CHKLE-EMEA-AVPN (CHASSAKLE0002R)"
"CHASSAPRE0003R","CHPRE","CHPRE-EMEA-AVPN (CHASSAPRE0003R)"
"CHASSARIC0004R","CHRIW","CHRIW-EMEA-AVPN (CHASSARIC0004R)"
"CLASSASAN0002R","CLODI","CLODI-AMER-AVPN (CLASSASAN0002R)"
"CNASSABEI0001R","CNBEA","CNBEA-APAC-AVPN (CNASSABEI0001R)"
"CNASSACHA0004R","CNCHA","CNCHA-APAC-AVPN (CNASSACHA0004R)"
"CNASSACHA0006R","CNKUN","CNKUN-AAES-AVPN (CNASSACHA0006R)"
"CNASSACHE0002R","CNPIX","CNPIX-APAC-AVPN (CNASSACHE0002R)"
"CNASSAGUA0001R","CNPAN","CNPAN-APAC-AVPN (CNASSAGUA0001R)"
"CNASSAJIN0003R","CNWUY","CNWUY-APAC-AVPN (CNASSAJIN0003R)"
"CNASSALEL0001R","CNLEL","CNLEL-APAC-AVPN (CNASSALEL0001R)"
"CNASSALIS0001R","CNQIN","CNQIN-APAC-AVPN (CNASSALIS0001R)"
"CNASSASHA0013R","CNSHB","CNSHB-APAC-AVPN (CNASSASHA0013R)"
"CNASSASHA0014R","CNSHC","CNSHC-AAES-AVPN (CNASSASHA0014R)"
"CNASSASHA0015R","CNSGG","CNSGG-AAGS-AVPN (CNASSASHA0015R)"
"CNASSASHA0016R","CNIDC","CNIDC-GSSC-AVPN (CNASSASHA0016R)"
"CNASSASHA0016R","CNIDC","CNIDC-GSSC-AVPN (CNASSASHA0009R)"
"CNASSASHA0017R","CNIDC","CNIDC-GSSC-AVPN (CNASSASHA0017R)"
"CNASSASHA0017R","CNIDC","CNIDC-GSSC-AVPN (CNASSASHA0010R)"
"CNASSASHE0002R","CNSZX","CNSZX-HID-AVPN (CNASSASHE0002R)"
"CNASSASUZ0001R","CNSUZ","CNSUZ-AAES-AVPN (CNASSASUZ0001R)"
"CNASSAYAN0004R","CNYAN","CNYAN-APAC-AVPN (CNASSAYAN0004R)"
"CNASSAYIN0001R","CNDAS","CNDAS-APAC-AVPN (CNASSAYIN0001R)"
"CNASSAZHO0002R","CNZHO","CNZHO-APAC-AVPN (CNASSAZHO0002R)"
"COASSABOG0003R","COBOG","COBOG-AMER-AVPN (COASSABOG0003R)"
"CZASSAKOS0002R","CZOST","CZOST-AAES-AVPN (CZASSAKOS0002R)"
"CZASSAOST0004R","CZKOS","CZKOS-AAES-AVPN (CZASSAOST0004R)"
"CZASSAPLZ0004R","CZPIL","CZPIL-AAES-AVPN (CZASSAPLZ0004R)"
"CZASSAPRA0004R","CZPRA","CZPRA-EMEA-AVPN (CZASSAPRA0004R)"
"CZASSARYC0002R","CZRYC","CZRYC-EMEA-AVPN (CZASSARYC0002R)"
