"name","location.u_site_id","u_node_id"
"DEASAADIEDE01PVCE01_EHA","DEDIE","DEDIE-AAES-VCEHA (DEASAADIEDE01PVCE01_EHA)"
"DEASAADUSDE01PVCE01","DEDUS","DEDUS-GSSC-VCE01 (DEASAADUSDE01PVCE01)"
"DEASAADUSDE01PVCE02","DEDUS","DEDUS-GSSC-VCE02 (DEASAADUSDE01PVCE02)"
"DEASAAMEEDE01PVCE01","DEMEE","DEMEE-GSSC-VCE01 (DEASAAMEEDE01PVCE01)"
"DEASAAMEEDE01PVCE02","DEMEE","DEMEE-GSSC-VCE02 (DEASAAMEEDE01PVCE02)"
"DEASSAALB0003R","DEALB","DEALB-EMEA-AVPN (DEASSAALB0003R)"
"DEASSABER0005R","DEBLN","DEBLN-EMEA-AVPN (DEASSABER0005R)"
"DEASSABER0006R","DEBLN","DEBLN-EMEA-AVPN (DEASSABER0006R)"
"DEASSADIE0002R","DEDIE","DEDIE-AAES-AVPN (DEASSADIE0002R)"
"DEASSADUS0003R","DEDUS","DEDUS-GSSC-AVPN (DEASSADUS0003R)"
"DEASSADUS0005R","DEDUS","DEDUS-GSSC-AVPN (DEASSADUS0005R)"
"DEASSAHAM0002R","DEHBG","DEHBG-EMEA-AVPN (DEASSAHAM0002R)"
"DEASSALIP0002R","DELIP","DELIP-AAES-AVPN (DEASSALIP0002R)"
"DEASSAMAH0001R","DEMAH","DEMAH-AAES-AVPN (DEASSAMAH0001R)"
"DEASSAMEE0004R","DEMEE","DEMEE-GSSC-AVPN (DEASSAMEE0004R)"
"DEASSAMEE0005R","DEMEE","DEMEE-GSSC-AVPN (DEASSAMEE0005R)"
"DEASSARAS0002R","DERAS","DERAS-HID-AVPN (DEASSARAS0002R)"
"DEASSAWEN0002R","DEWEN","DEWEN-AAES-AVPN (DEASSAWEN0002R)"
"DEASSAWUP0001R","DEWUP","DEWUP-AAES-AVPN (DEASSAWUP0001R)"
"DKASSABAL0001R","DKHEA","DKHEA-EMEA-AVPN (DKASSABAL0001R)"
"DKASSABAL0002R","DKHEA","DKHEA-EMEA-AVPN (DKASSABAL0002R)"
"DKASSAHOB0002R","DKHOB","DKHOB-AAES-AVPN (DKASSAHOB0002R)"
"DKASSAKOL0001R","DKODE","DKODE-AAES-AVPN (DKASSAKOL0001R)"
"DKASSARIN0001R","DKRIN","DKRIN-AAES-AVPN (DKASSARIN0001R)"
"ESASSAESC0002R","ESESC","ESESC-EMEA-AVPN (ESASSAESC0002R)"
"ESASSAIRU0005R","ESIRA","ESIRA-EMEA-AVPN (ESASSAIRU0005R)"
"ESASSAIRU0007R","ESIRV","ESIRV-EMEA-AVPN (ESASSAIRU0007R)"
"ESASSAMAD0003R","ESMAD","ESMAD-AAES-AVPN (ESASSAMAD0003R)"
"ESASSASAN0002R","ESSAN","ESSAN-EMEA-AVPN (ESASSASAN0002R)"
"FIASSAESP0008R","FIJOE","FIPOO-EMEA-AVPN (FIASSAESP0008R)"
"FIASSAJOE0004R","FIJOE","FIJOE-EMEA-AVPN (FIASSAJOE0004R)"
"FIASSAJOE0005R","FIJOE","FILUK-EMEA-AVPN (FIASSAJOE0005R)"
"FIASSATAM0002R","FIJOE","FITAM-EMEA-AVPN (FIASSATAM0002R)"
"FIASSAVAN0001R","FIESP","FIESP-AAES-AVPN (FIASSAVAN0001R)"
"FRASAALONFR01PVCE01_EHA","FRLON","FRLON-EMEA-VCEHA (FRASAALONFR01PVCE01_EHA)"
"FRASAASURFR01PVCE01_EHA","FRSRE","FRSRE-HID-VCEHA (FRASAASURFR01PVCE01_EHA)"
"FRASSABLE0001R","FRBLE","FRBLE-AAES-AVPN (FRASSABLE0001R)"
"FRASSABRU0002R","FRBRU","FRBRU-EMEA-AVPN (FRASSABRU0002R)"
"FRASSACES0001R","FRCES","FRCES-AAES-AVPN (FRASSACES0001R)"
"FRASSACHA0001R","FRCHA","FRCHA-AAES-AVPN (FRASSACHA0001R)"
"FRASSADUN0001R","FRDUS","FRDUS-AAES-AVPN (FRASSADUN0001R)"
"FRASSALES0001R","FRLEP","FRLEP-AAES-AVPN (FRASSALES0001R)"
"FRASSALIE0001R","FRLIE","FRLIE-AAES-AVPN (FRASSALIE0001R)"
"FRASSALON0002R","FRLON","FRLON-EMEA-AVPN (FRASSALON0002R)"
"FRASSAMON0001R","FRMON","FRMON-EMEA-AVPN (FRASSAMON0001R)"
"FRASSAOUS0004R","FROUS","FROUS-EMEA-AVPN (FRASSAOUS0004R)"
"FRASSAROM0002R","FRROM","FRROM-EMEA-AVPN (FRASSAROM0002R)"
"FRASSASAI0001R","FRSAV","FRSAV-EMEA-AVPN (FRASSASAI0001R)"
"FRASSASAR0001R","FRSAR","FRSAR-AAES-AVPN (FRASSASAR0001R)"
"FRASSASSQ0006R","FRTRO","FRTRO-EMEA-AVPN (FRASSASSQ0006R)"
"FRASSASUR0002R","FRSRE","FRSRE-HID-AVPN (FRASSASUR0002R)"
"FRASSAVIL0001R","FRVIL","FRVIL-EMEA-AVPN (FRASSAVIL0001R)"
"FRASSAVOG0002R","FRVOG","FRVOG-AAES-AVPN (FRASSAVOG0002R)"
"GBASAAREAGB01PVCE01","UKREA","UKREA-HOSP-VCE (GBASAAREAGB01PVCE01)"
"GBASSABAS0001R","UKBAS","UKBAS-HID-AVPN (GBASSABAS0001R)"
"GBASSABLA0001R","UKBLA","UKBLA-AAES-AVPN (GBASSABLA0001R)"
"GBASSABOW0002R","UKDUR","UKDUR-EMEA-AVPN (GBASSABOW0002R)"
"GBASSACAR0001R","UKCAR","UKCAR-HID-AVPN (GBASSACAR0001R)"
"GBASSACHE0002R","UKCHE","UKCHE-EMEA-AVPN (GBASSACHE0002R)"
"GBASSADEN0003R","UKDEN","UKDEN-EMEA-AVPN (GBASSADEN0003R)"
"GBASSAERD0002R","UKERD","UKERD-EMEA-AVPN (GBASSAERD0002R)"
"GBASSALEE0001R","UKLEE","UKLEE-EMEA-AVPN (GBASSALEE0001R)"
"GBASSALIS0001R","UKLIS","UKLIS-EMEA-AVPN (GBASSALIS0001R)"
"GBASSANEW0001R","UKNEW","UKNEW-EMEA-AVPN (GBASSANEW0001R)"
"GBASSAOLN0005R","UKOLN","UKOLN-HOSP-AVPN (GBASSAOLN0005R)"
"GBASSASHE0002R","UKSHE","UKSHE-AAES-AVPN (GBASSASHE0002R)"
"GBASSAWIL0003R","UKWIL","UKWIL-EMEA-AVPN (GBASSAWIL0003R)"
"GBASSAWOK0006R","UKWOK","UKWOK-EMEA-AVPN (GBASSAWOK0006R)"
"HKASAACHEHK01PVCE01_EHA","HKKOW","HKKOW-APAC-VCEHA (HKASAACHEHK01PVCE01_EHA)"
"HKASSAHON0006R","HKKCH","HKKCH-HID-AVPN (HKASSAHON0006R)"
"HKASSAKOW0003R","CNHKG","CNHKG-HID-AVPN (HKASSAKOW0003R)"
"HKASSASHA0001R","HKKOW","HKKOW-APAC-AVPN (HKASSASHA0001R)"
"HUASSADEB0002R","HUDEB","HUDEB-AAES-AVPN (HUASSADEB0002R)"
"HUASSASZE0001R","HUSZE","HUSZE-EMEA-AVPN (HUASSASZE0001R)"
"IEASSABAL0001R","IEUBL","IEUBL-EMEA-AVPN (IEASSABAL0001R)"
"IEASSAGAL0002R","IEGAL","IEGAL-HID-AVPN (IEASSAGAL0002R)"
"IEASSAGAL0003R","IEGLY","IEGLY-HID-AVPN (IEASSAGAL0003R)"
"IEASSASHA0001R","IESHA","IESHA-HID-AVPN (IEASSASHA0001R)"
"ILASSAYAV0002R","ILYAV","ILYAV-EMEA-AVPN (ILASSAYAV0002R)"
"INASAACHEIN01PVCE01_EHA","INCHE","INCHE-HID-VCEHA (INASAACHEIN01PVCE01_EHA)"
"INASSABEN0002R","INBAN","INBAN-AAAB-AVPN (INASSABEN0002R)"
"INASSABEN0003R","INBAN","INBAN-AAAB-AVPN (INASSABEN0003R)"
"INASSABEN0004R","INEMB","INEMB-HID-AVPN (INASSABEN0004R)"
"INASSACHE0003R","INCHE","INCHE-HID-AVPN (INASSACHE0003R)"
"INASSAGUR0001R","INGRN","INGRN-AAAB-AVPN (INASSAGUR0001R)"
"INASSAMUM0002R","INMUE","INMUE-EMEA-AVPN (INASSAMUM0002R)"
"INASSAULS0003R","INBLR","INBLR-HID-AVPN (INASSAULS0003R)"
"ITASSACAR0001R","ITMIL","ITMIL-AAES-AVPN (ITASSACAR0001R)"
"ITASSAGAZ0003R","ITBRU","ITBRU-AAES-AVPN (ITASSAGAZ0003R)"
"ITASSAORI0001R","ITCAR","ITCAR-AAES-AVPN (ITASSAORI0001R)"
"ITASSASAN0001R","ITSGP","ITSGP-EMEA-AVPN (ITASSASAN0001R)"
"KRASSADAL0001R","KRDAE","KRDAE-APAC-AVPN (KRASSADAL0001R)"
"KRASSAGYE0001R","KRSIH","KRSIH-APAC-AVPN (KRASSAGYE0001R)"
"KRASSASEO0004R","KRSEO","KRSEO-APAC-AVPN (KRASSASEO0004R)"
"MAASAAPTMMA01PVCE01","MATAN","MATAN-EMEA-VCE (MAASAAPTMMA01PVCE01)"
"MXASSAMEX0006R","MXMXB","MXMXB-AMER-AVPN (MXASSAMEX0006R)"
"MXASSATIJ0006R","MXTJN","MXTJN-AMER-AVPN (MXASSATIJ0006R)"
"MXASSATLA0004R","MXANI","MXANI-AMER-AVPN (MXASSATLA0004R)"
"MXASSAVAL0002R","MXMTX","MXMTX-AMER-AVPN (MXASSAVAL0002R)"
"MXFRNTREN0002R","MXREY","MXREY-AAES-AVPN (MXASSAREN0001R)"
"MYASSAJOH0001R","MYKUL","MYKUL-HID-AVPN (MYASSAJOH0001R)"
"MYASSASEL0001R","MYKUB","MYKUB-APAC-AVPN (MYASSASEL0001R)"
"NLASSABAR0003R","NLBAR","NLBAR-AAES-AVPN (NLASSABAR0003R)"
"NLASSAEDE0002R","NLEDE","NLEDE-AAES-AVPN (NLASSAEDE0002R)"
"NLASSAHEE0001R","NLHEE","NLHEE-AAES-AVPN (NLASSAHEE0001R)"
"NLASSARAA0006R","NLRDV","NLRDV-EMEA-AVPN (NLASSARAA0006R)"
"NLASSATER0001R","NLTER","NLTER-AAES-AVPN (NLASSATER0001R)"
"NLASSAVEL0002R","NLDER","NLDER-HID-AVPN (NLASSAVEL0002R)"
"NOASSAOSL0001R","NOOSL","NOOSL-AAES-AVPN (NOASSAOSL0001R)"
"NOASSASKI0001R","NOSKI","NOSKI-EMEA-AVPN (NOASSASKI0001R)"
"NOASSASKI0002R","NOSKI","NOSKI-EMEA-AVPN (NOASSASKI0002R)"
"NZASSAAUC0001R","NZALB","NZALB-APAC-AVPN (NZASSAAUC0001R)"
"NZASSAAUC0002R","NZAND","NZAND-APAC-AVPN (NZASSAAUC0002R)"
"NZASSASEA0001R","NZWEA","NZWEA-APAC-AVPN (NZASSASEA0001R)"
"NZASSATIM0001R","NZTIM","NZTIM-APAC-AVPN (NZASSATIM0001R)"
"PLASAAKRAPL01PVCE01_EHA","PLGOC","PLGOC-AAAB-VCEHA (PLASAAKRAPL01PVCE01_EHA)"
"PLASSABIE0001R","PLPLO","PLPLO-EMEA-AVPN (PLASSABIE0001R)"
"PLASSADOB0003R","PLDOB","PLDOB-EMEA-AVPN (PLASSADOB0003R)"
"PLASSAGDA0003R","PLGDA","PLGDA-EMEA-AVPN (PLASSAGDA0003R)"
"PLASSALES0001R","PLLES","PLLES-EMEA-AVPN (PLASSALES0001R)"
"PLASSAWAR0003R","PLWAE","PLWAE-AAES-AVPN (PLASSAWAR0003R)"
"PLASSAWAR0005R","PLWAR","PLWAR-EMEA-AVPN (PLASSAWAR0005R)"
"PLASSAZAB0002R","PLKRA","PLKRA-AAAB-AVPN (PLASSAZAB0002R)"
"ROASSABUC0003R","ROBUH","ROBUH-EMEA-AVPN (ROASSABUC0003R)"
"ROASSAHUN0004R","ROHUN","ROHUN-AAES-AVPN (ROASSAHUN0004R)"
"SEASAAMALSE01PVCE01","SELAB","SELAB-GSSC-VCE (SEASAAMALSE01PVCE01)"
"SEASAAMALSE02PVCE01_EHA","SEMAL","SEMAL-AAAB-VCEHA (SEASAAMALSE02PVCE01_EHA)"
"SEASSAESK0009R","SEESK","SEESK-EMEA-AVPN (SEASSAESK0009R)"
"SEASSAESK0010R","SEESK","SEESK-EMEA-AVPN (SEASSAESK0010R)"
"SEASSAGOT0012R","SEGBG","SEGBG-EMEA-AVPN (SEASSAGOT0012R)"
"SEASSAJAR0002R","SEJAR","SEJAR-AAES-AVPN (SEASSAJAR0002R)"
"SEASSAJON0002R","SEJON","SEJON-AAES-AVPN (SEASSAJON0002R)"
"SEASSAKUN0003R","SECOP","SECOP-EMEA-AVPN (SEASSAKUN0003R)"
"SEASSALAN0003R","SELAN","SELAN-AAES-AVPN (SEASSALAN0003R)"
"SEASSAMOL0001R","SEMOL","SEMOL-EMEA-AVPN (SEASSAMOL0001R)"
"SEASSAMOL0002R","SEMOL","SEMOL-EMEA-AVPN (SEASSAMOL0002R)"
"SEASSASKE0001R","SESKE","SESKE-AAES-AVPN (SEASSASKE0001R)"
"SEASSASTO0016R","SESTV","SESTV-EMEA-AVPN (SEASSASTO0016R)"
"SEASSASTO0017R","SESTV","SESTV-EMEA-AVPN (SEASSASTO0017R)"
"SEASSASTO0018R","SESHQ","SESHQ-AAAB-AVPN (SEASSASTO0018R)"
"SEASSATRL0005R","SETOH","SETOH-AAES-AVPN (SEASSATRL0005R)"
"SEASSAVAS0001R","SEVAS","SEVAS-AAES-AVPN (SEASSAVAS0001R)"
"SGASAAHOUSG01PVCE01","SGIDC","SGIDC-GSSC-VCE01 (SGASAAHOUSG01PVCE01)"
"SGASAAHOUSG01PVCE02","SGIDC","SGIDC-GSSC-VCE02 (SGASAAHOUSG01PVCE02)"
"SGASSASIN0008R","SGSIE","SGSIE-AAES-AVPN (SGASSASIN0008R)"
"SGASSASIN0009R","SGSIA","SGSIA-APAC-AVPN (SGASSASIN0009R)"
"SGASSASIN0010R","SGIDC","SGIDC-GSSC-AVPN (SGASSASIN0010R)"
"SGASSASIN0011R","SGIDC","SGIDC-GSSC-AVPN (SGASSASIN0011R)"
"USASAAFORUS01PVCE01","USDAN","USDAN-HOSP-VCE (USASAAFORUS01PVCE01)"
"USASAAFRAUS01PVCE01","USDC1","USDC1-GSSC-VCE01 (USASAAFRAUS01PVCE01)"
"USASAAFRAUS01PVCE02","USDC1","USDC1-GSSC-VCE02 (USASAAFRAUS01PVCE02)"
"USASAAFRAUS02PVCE01","USDC2","USDC2-GSSC-VCE01 (USASAAFRAUS02PVCE01)"
"USASAAFRAUS02PVCE02","USDC2","USDC2-GSSC-VCE02 (USASAAFRAUS02PVCE02)"
"USASAAMASUS01PVCE01_EHA","USMAS","USMAS-AMER-VCEHA (USASAAMASUS01PVCE01_EHA)"
"USASAANAPUS01PVCE01_EHA","USNAP","USNAP-AAES-VCEHA (USASAANAPUS01PVCE01_EHA)"
"USASAAPHOUS01PVCE01_EHA","USPHO","USPHO-AMER-VCEHA (USASAAPHOUS01PVCE01_EHA)"
"USASSAANACA05R","USDON","USDON-AAES-AVPN (USASSAANACA05R)"
"USASSAAURCO04R","USAUR","USAUR-AMER-AVPN (USASSAAURCO04R)"
"USASSAAUSGA09R","USAUA","USAUA-AMER-AVPN (USASSAAUSGA09R)"
"USASSAAUSTX01R","USAUS","USAUS-HID-AVPN (USASSAAUSTX01R)"
"USASSABERCT05R","USBLN","USBLN-AMER-AVPN (USASSABERCT05R)"
"USASSABROTX01R","USBRN","USBRN-AAES-AVPN (USASSABROTX01R)"
"USASSACARIL08R","USCAR","USCAR-AMER-AVPN (USASSACARIL08R)"
"USASSACARNJ01R","USCRL","USCRL-AMER-AVPN (USASSACARNJ01R)"
"USASSACARTX02R","USTCA","USTCA-AAES-AVPN (USASSACARTX02R)"
"USASSACERCA03R","USCER","USCER-AMER-AVPN (USASSACERCA03R)"
"USASSACITCA09R","USCTY","USCTY-AMER-AVPN (USASSACITCA09R)"
"USASSACOLMD01R","USCOL","USCOL-AAES-AVPN (USASSACOLMD01R)"
"USASSAEASPA05R","USEAS","USEAS-AMER-AVPN (USASSAEASPA05R)"
"USASSAFRAIL05R","USDC2","USDC2-GSSC-AVPN (USASSAFRAIL05R)"
"USASSAFRAIL06R","USDC2","USDC2-GSSC-AVPN (USASSAFRAIL06R)"
"USASSAFRAIL07R","USDC1","USDC1-GSSC-AVPN (USASSAFRAIL07R)"
"USASSAFRAIL08R","USDC1","USDC1-GSSC-AVPN (USASSAFRAIL08R)"
"USASSAGARTX04R","USGAR","USGAR-AMER-AVPN (USASSAGARTX04R)"
"USASSAGRESC06R","USGRE","USGRE-AAES-AVPN (USASSAGRESC06R)"
"USASSAHACNJ03R","USLOD","USLOD-AMER-AVPN (USASSAHACNJ03R)"
"USASSAHAMNJ04R","USHAM","USHAM-AAES-AVPN (USASSAHAMNJ04R)"
"USASSAHUNNC01R","USCTT","USCTT-AAES-AVPN (USASSAHUNNC01R)"
"USASSAIRVTX06R","USIRA","USIRA-AMER-AVPN (USASSAIRVTX06R)"
"USASSAIRWCA02R","USIRD","USIRD-AMER-AVPN (USASSAIRWCA02R)"
"USASSAKENWA05R","USKEN","USKEN-AMER-AVPN (USASSAKENWA05R)"
"USASSAKENWI01R","USKNS","USKNS-AAES-AVPN (USASSAKENWI01R)"
"USASSALAWKS02R","USLWR","USLWR-AAES-AVPN (USASSALAWKS02R)"
"USASSAMEMTN03R","USDIS","USDIS-AMER-AVPN (USASSAMEMTN03R)"
"USASSAMEQWI01R","USMEQ","USMEQ-AAES-AVPN (USASSAMEQWI01R)"
"USASSAMESTX01R","USMES","USMES-AMER-AVPN (USASSAMESTX01R)"
"USASSAMILTN07R","USMIL","USMIL-AMER-AVPN (USASSAMILTN07R)"
"USASSAMOCNC02R","USMOC","USMOC-AAES-AVPN (USASSAMOCNC02R)"
"USASSAMONNC11R","USMON","USMON-AMER-AVPN (USASSAMONNC11R)"
"USASSAMONNC12R","USMOA","USMOA-AMER-AVPN (USASSAMONNC12R)"
"USASSAMONNC13R","USMOO","USMOO-AAES-AVPN (USASSAMONNC13R)"
"USASSAMUSWI01R","USMUS","USMUS-AAES-AVPN (USASSAMUSWI01R)"
"USASSANAPIL02R","USNAP","USNAP-AAES-AVPN (USASSANAPIL02R)"
"USASSANEWCT04R","USNEW","USNEW-AMER-AVPN (USASSANEWCT04R)"
"USASSANEWNC02R","USNWT","USNWT-AMER-AVPN (USASSANEWNC02R)"
"USASSANMASIA01R","USMAS","USMAS-AMER-AVPN (USASSANMASIA01R)"
"USASSAONTCA06R","USONT","USONT-AMER-AVPN (USASSAONTCA06R)"
"USASSAORLFL04R","USTRA","USTRA-HOSP-AVPN (USASSAORLFL04R)"
"USASSAPEAGA04R","USPEA","USPEA-AAES-AVPN (USASSAPEAGA04R)"
"USASSAPEAGA07R","USAHG","USAHG-AMER-AVPN (USASSAPEAGA07R)"
"USASSAPHATX03R","USPHA","USPHA-AAES-AVPN (USASSAPHATX03R)"
"USASSAPLEIA01R","USPLE","USPLE-AAES-AVPN (USASSAPLEIA01R)"
"USASSARENNV04R","USREN","USREN-APAC-AVPN (USASSARENNV04R)"
"USASSARENNV05R","USREO","USREO-APAC-AVPN (USASSARENNV05R)"
"USASSARICTX04R","USRIC","USRIC-HOSP-AVPN (USASSARICTX04R)"
"USASSAROCPA05R","USROC","USROC-AMER-AVPN (USASSAROCPA05R)"
"USASSASALVA05R","USSAL","USSAL-AMER-AVPN (USASSASALVA05R)"
"USASSASHAKS02R","USSHA","USSHA-AAES-AVPN (USASSASHAKS02R)"
"USASSASUSWI01R","USSUS","USSUS-AAES-AVPN (USASSASUSWI01R)"
"USASSATULOK04R","USTUL","USTUL-AAES-AVPN (USASSATULOK04R)"
"USASSAVENCA03R","USVEN","USVEN-AMER-AVPN (USASSAVENCA03R)"
"USASSAWINNC02R","USWST","USWST-AAES-AVPN (USASSAWINNC02R)"
"USHIDGALBNM04R","USALB","USALB-HID-AVPN (USASSAALBNM01R)"
"USHIDGASHVA01R","USEQX","USEQX-HID-AVPN (USHIDGASHVA01R)"
"USHIDGEDEMN03R","USMIN","USMIN-HID-AVPN (USASSAEDEMN02R)"
"USHIDGFRECA05R","USFRE","USFRE-HID-AVPN (USASSAFRECA03R)"
"USHIDGPALFL01R","USPAL","USPAL-HID-AVPN (USASSAPALFL03R)"
"usphor-asr1001b","USPHO","USPHO-AMER-AVPN (usphor-asr1001b)"
"VNASSAVIN0001R","VNVIN","VNVIN-APAC-AVPN (VNASSAVIN0001R)"
"ZAASSAROO0002R","ZAJOP","ZAJOP-EMEA-AVPN (ZAASSAROO0002R)"
