Site,IRIS,CMDB
CAREG,PDS Canada,Regina, SK (McDonald St),Granath, Johan,
ITVAL,Valli and Valli Italy,Renate, MB (Via Concordia),Granath, Johan,
USREN,Interlock USA, Inc (INTUS),Reno, NV,Granath, Johan,
USRIC,Hospitality US,Richardson, TX (Intl Pkwy),Granath, Johan,
USRMD,SDA Sales US,Richmond, VA (Commerce Rd),Granath, Johan,
CHRIW,KESO Switzerland,Richterswil (Untere Schwandenstr),Granath, Johan,
LVRIG,ASSA ABLOY Baltic,Riga (Apuzes iela),Granath, Johan,
DKRIN,NASSAU Prod Denmark,Ringe (Krogagervej),Granath, Johan,
USRVE,SDA Sales US,Riviera Beach, FL (W 13th St Unit B),Granath, Johan,
USRHT,SDA Sales US,Rochester, NY,Granath, Johan,
USROC,Rockwood Manufacturing,Rockwood,Granath, Johan,
FRROA,record Portes Automatiques France (RPA),Romagnat (rue Enrico FERMI),Granath, Johan,
CHROM,record Switzerland (RTF),Romanel-sur-Morges (ZI du Moulin du Choc D),Granath, Johan,
FRROM,Portafeu Romilly,Romilly sur Andelle (rue des Hautes Rives),Granath, Johan,
ZAROO,Hospitality South-Africa,Roodepoort, Gauteng (Nickel St),Granath, Johan,
ZAJOP,ASSA ABLOY(Pty) Ltd (input entity),Roodepoort, Gauteng (Progress Rd),Granath, Johan,
NZAUC,IDT-Placard Investments Pty Ltd,Rosedale (Apollo Drive),Granath, Johan,
UKROT,PDS GB,Rotherham, South Yorkshire,Granath, Johan,
FIROV,Certego Finland,Rovaniemi (Vierustie),Granath, Johan,
FRROY,record Portes Automatiques France (RPA),Roye (rue de Montdidier),Granath, Johan,
USRUS,PS B&B Roadway and Security Solutions US,Russellville,Phillips, Eric,
CZRYC,AA Rychnov,Rychnov nad Kneznou (Strojnicka 633),Granath, Johan,
USSCR,PDS Sales US,Sacramento, CA (Alder Ave),Pereira, John,
USSAC,LUXER Corporation,Sacramento, CA (Power Inn Rd),Granath, Johan,
FRSAJ,record Elevators Holding France (PACA),Saint Aunes (301 rue de la Gariguette - Ecoparc),Granath, Johan,
FRSAK,record Portes Automatiques France (RPA),Saint Marcel (rue Denis Papin - ZA des Gares),Granath, Johan,
FRSAI,FF France,Saint Quentin Fallavier (Business park Morellon - bâtiment 1),Mogra, Zahir,
FRSAH,ASSA ABLOY France SAS,Saint-Herblain (Centre Hébergment OCEANIS),Moreau, Gilles,
FRSAL,record Portes Automatiques France (RPA),Saint-Nazaire (Base Vie des sous-traintants),Caillat, Michel,
FRTRO,JPM,Sainte Savine (avenue de l'Europe),Granath, Johan,
FRSAV,ASSA ABLOY Security Solutions France,Sainte Savine (Impasse Léon Lecornu),Granath, Johan,
USSAL,Arrow Lock Manufacturing,Salem, VA (Alleghany Dr),Granath, Johan,
FISAL,Certego Finland,Salo (Meriniitynkatu 2),Nuorento, Markus,
USSLC,Sure-Loc Hardware,SALT LAKE CITY (2855 SOUTH 1030 WEST),Rohrbach, Byron,
USSLT,IdenTrust Services, LLC,Salt Lake City, UT (S 1000 W),Barford, Zak,
BRSAL,Papaiz,Salvador - BA,Granath, Johan,
USSAA,SDA Sales US,San Antonio, TX (Macro Dr),Granath, Johan,
ESSFH,Critical Infrastructure Spain,San Fernando de Henares (Avenida Castilla),Basit, Abdul,
ESSAN,Tesa Spain Domestic,San Fernando de Henares (Sierra de Segura),Granath, Johan,
USSAF,August Home,San Francisco, CA (Bryant St),Granath, Johan,
ITSGP,ASSA ABLOY Italia Domestic,San Giovanni in Persiceto, BO (Via Bovaresa),Granath, Johan,
CRSAN,ASSA ABLOY Costa Rica SRL,San Jose (Provincia de San José),Lopez, Jaime,
USSAJ,Corporate HIDG US,San Jose, CA (N First St),Granath, Johan,
ESSMV,Traka Iberia,San Martin de Valdeiglesias (Calle de los Alfareros, 1A),Basit, Abdul,
MXTUL,ASSA ABLOY Mexico,San Mateo Cuautepec (Tultitlan),Lopez, Luis,
ITMTL,ASSA ABLOY Italia Domestic,San Vendemiano, TV,Granath, Johan,
NOSAN,Certego Norway,Sandefjord (Nedre Movei),Granath, Johan,
NOSDS,PDS Norway,Sandnes,Granath, Johan,
USSAN,PDS Sales US,Sandston, VA (Corrugated Rd),Granath, Johan,
SESAN,CERTEGO Sweden,Sandviken (Förr?dsgatan),Granath, Johan,
ESSAC,PIS Spain,Sant Cugat (Francesc Vila),Granath, Johan,
USSFS,Emtek Products,Santa Fee Springs (Carmenita Road),Hsu, Calvin,
PESAN,Yale Peru Import,Santa Genoveva – Lurín,Lopez, Jaime,
BRGRU,HID do Brasil Ltda IAM PACS,Sao Paulo - SP (Av Ermano Marchetti),Saenz, Hulberto,
BRRIO,Hospitality Brazil,Sao Paulo - SP (Av Ermano Marchetti),Granath, Johan,
BRSPL,Hospitality Brazil,Sao Paulo - SP (Av Guido Caloi),Granath, Johan,
BRSPA,Yale LaFonte (Legacy),Sao Paulo - SP (Rua Augusto Ferreira de Moraes),Granath, Johan,
BRVIG,ASSA ABLOY AB,Sao Paulo - SP (Rua Bento Branco de Andrade Filho),Granath, Johan,
FRSAR,record Portes Automatiques France (RPA),Sars et Rosieres, Lille (Rue de l'Epau),Granath, Johan,
DESAU,IDT-LUX-IDent Germany GmbH,Sauerlach (Rudolf-Diesel-Ring),Barford, Zak,
DESCI,record KOS,Schermbeck (Landwehr 101),Mohsen, Arash,
DESCH,record KOS,Schermbeck (Landwehr),Granath, Johan,
NLSCH,Alsta Nassau Netherlands,Scherpenzeel (Glashorst),Granath, Johan,
ATWIE,PDS Austria,Schwechat,Granath, Johan,
USSCO,HID Corporation IAM PACS (HID),Scottsdale, AZ (East Bahia Dr),Granath, Johan,
PTSEG,Jomarliz,Segadaes (Rua do Lameiro No.188),Baqueriza, Marian,
FISEI,Certego Finland,Seinäjoki (Päivölänkatu),Granath, Johan,
SISEN,ASSA ABLOY Slovenia,Sencur (Poslovna cona),Granath, Johan,
KRSEO,ASSA ABLOY Opening Solutions Korea HQ,Seoul (10F Gasan Digital 1-ro),Granath, Johan,
ITIBM,ASSA ABLOY Italia Domestic,Settimo Milanese (Via Darwin),Granath, Johan,
AUSEV,record Seven Hills Australia (RAU),Seven Hills (Prince William Drive),Granath, Johan,
ESSEE,PDS Spain,Sevilla (c/Américo Vespucio),Granath, Johan,
FRSEY,record Portes Automatiques France (RPA),Seysses, Toulouse (Avenue Pierre Semard),Granath, Johan,
MYSHA,record Malaysia (RMY),Shah Alam (Sunway Subang),Wu, Ryan,
CNSGG,Shanghai Factory,Shanghai (Building 1-2, Lane 801, Qiangye Road),Zou, Kimi,
CNSHD,Yale China - non Key Account,Shanghai (Hongjing Road, Minhang District),Granath, Johan,
CNSHC,record Prod China (PVG),Shanghai (Huibin Road),Granath, Johan,
CNCRI,Abloy Critical Infrastructure China,Shanghai (New Jinqiao Road),Granath, Johan,
CNVG1,ASSA ABLOY AB,Shanghai (STH Yanggao RD 5788),Lu(IT), Kevin,
CNXUH,Hospitality China Sales,Shanghai (W Zhongshan Rd),Granath, Johan,
CNSHB,BJ China Division Expense,Shanghai (West Tianshan Rd, Changning District),Granath, Johan,
CNSHW,IDT - Omni-ID Technology CN,Shanghai (West Yan'An Rd),Barford, Zak,
CNSHF,Yale China - non Key Account,Shanghai (Xiang Jing Road, Hua Yang Qiao Town),Granath, Johan,
IESHA,HID Global Ireland Teoranta - Prod (AONTEC),Shannon (Kuehne and Nagel Ireland),Granath, Johan,
CNSAN,ASSA ABLOY Sanhe (Shantou),Shantou (Zhujin Industrial Zone),Granath, Johan,
AESHA,ASSA ABLOY Australia Pty Ltd,Sharjah (M2 Warehouse Facility),Granath, Johan,
USSHA,SDA Lawrence Prod US,Shawnee, KS (Powell Dr),Granath, Johan,
UKSHE,BSI UK Sales,Sheffield (Churchill Way),Granath, Johan,
CNSHE,BSI China,Shenyang (Dadong District, No 22 Pangjiang Road),Granath, Johan,
CNSZF,ASSA ABLOY Security Products Ltd,Shenzhen (Block East, Tian'An Cyber Park),Granath, Johan,
CNGON,Shenzhen Longdian Science Technology Industrial Co. Ltd,Shenzhen (Dongfa Rd),Granath, Johan,
CNSHG,Shenzhen Longdian Science Technology Industrial Co. Ltd,Shenzhen (Nan Tai Yun Chuang Gu Park),Liu, Qiqin,
CNSHZ,PACS - PEAKE,ShenZhen (No 1 QingQing Road),Xu, Cherry,
CNSHP,PACS - PEAKE,Shenzhen (Qinghu Park, Silicon Valley),Granath, Johan,
CNSHN,Shenzhen LifeSafety Power,Shenzhen (TCL Int'l E City),Granath, Johan,
CNSZX,Sargent Manufacturing,Shenzhen (Unit 1503, Tian'An Cyber Park ),Granath, Johan,
UKSOL,Biosite Systems Ltd,Shirley (Lancaster House),Krause, Peter,
USSHR,SDA Sales US,Shreveport, LA (Kansas City Ave),Granath, Johan,
USSIM,SDA Sales US,Simpsonville, SC (Standing Springs Ct),Granath, Johan,
SGSIH,Hospitality Singapore,Singapore (Chang Charn Rd),Granath, Johan,
SGSIA,ASSA ABLOY Singapore Pte Ltd,Singapore (Macpherson Rd),Granath, Johan,
SGSIB,Abloy Singapore,Singapore (Toa Payoh North),Granath, Johan,
SGSIE,PDS Singapore,Singapore (Ubi Ave),Mogra, Zahir,
FRSIX,record Elevators Holding France (PACA),Six fours Les Plages (Chemin des Negadoux),Granath, Johan,
SESKE,BSI HLAD Prod Skellefte?,Skellefte? (Servicegatan),Granath, Johan,
NOSKI,ASSA ABLOY Opening Solutions Norway AS,Ski (Anolitveien),Granath, Johan,
DKSLA,Certego Denmark,Slagelse (Mariendals Allé),Granath, Johan,
USSOM,Rockwood Manufacturing,Somerset, PA (258 Beacon Street),Granath, Johan,
ESSON,Hospitality Spain,Son Ferriol (Delegación Baleares),Dosil, Miguel,
BRSOR,Yale LaFonte (Legacy),Sorocaba (Av. Jerome Case, 2600),Granath, Johan,
BRSOS,Papaiz Sorocaba,Sorocaba(Av. Antonio Bardella, 2650),Barbosa, Danilo,
FRSOT,record Portes Automatiques France (RPA),Sotteville les Rouen (Rue Claude Chappe),Granath, Johan,
USMAI,ASSA ABLOY Door Group,Springfield, MO (3839 E Mustard Way),Granath, Johan,
USSTC,PS Ameristar US,St Charles, MO (Portwest Dr),Granath, Johan,
USSAS,SDA Sales US,St Rose, LA (James Dr W),Granath, Johan,
CAPOR,PDS Canada,St-Laurent, QC (Blvd Thimens),Granath, Johan,
CAMOT,BSI IB NA Dock Products Canada,St-Laurent, QC (Paulus),Granath, Johan,
NOSTG,Certego Norway,Stavanger (Auglendsmyr?),Granath, Johan,
USSTE,ASSA ABLOY Inc,Sterling Forest, NY (Long Meadow Rd),Granath, Johan,
USSTL,SDA Sales US,Sterling Heights, MI (6329 Progress Park Dr),Granath, Johan,
SEARS,Hospitality Sweden,Stockholm (Förmansvägen),Basit, Abdul,
SESHM,HID AAMS - PACS,Stockholm (Förmansvägen),Barford, Zak,
SESTV,ASSA ABLOY Opening Solutions Scandinavian Operations,Stockholm (Förmansvägen),Granath, Johan,
SESHQ,ASSA ABLOY AB,Stockholm (Klarabergsviadukten),Granath, Johan,
UKSOT,NASSAU UK,Stoke-on-Trent (Dewsbury Rd),Granath, Johan,
FRSTR,HID PACS ISLOG,Strasbourg (av. du Gal. de Gaulle),Granath, Johan,
SEBYG,CERTEGO Sweden,Strängnäs (Eldsunda),Granath, Johan,
MYKUB,ASSA ABLOY Opening Solutions Malaysia,Subang Jaya (Wisma Consplant 1),Granath, Johan,
UKSUN,PDS GB,Sunbury on Thames,Granath, Johan,
AUFOR,ASSA ABLOY Door Group Australia Pty Limited,Sunshine Coast, QLD (Sandalwood Ln),Granath, Johan,
FRSUR,Hospitality France,Suresnes (Rez de Jardin RDJ),Paladino, Antonio,
FRSRE,HID GLOBAL SAS,Suresnes (Rue de Verdun),Granath, Johan,
DESUR,FF IDD Jansen PU Germany,Surwold (Am Wattberg 51),Mogra, Zahir,
USSUS,BSI IB NA Carrollton,Sussex, WI (N Corp Cir),Granath, Johan,
CNSUZ,PDS Prod China,Suzhou (Huahong St, SIP, Jiangsu Province),Granath, Johan,
AUVG2,ASSA ABLOY AB,Sydney (Harris Street),Humeur, Michel,
AUMIL,ASSA ABLOY Door Group Australia Pty Limited,Sydney, NSW (Horsley Rd),Granath, Johan,
HUSZE,Seawing,Székesfehérvár,Granath, Johan,
SESOD,CERTEGO Sweden,Södertälje (Nyköpingsvägen),Granath, Johan,
CHTAG,Planet,Tagelswangen (Neustadtstrasse),Granath, Johan,
TWTAA,EAT - CrossMatch Public Taiwan,Taipei (Keeling Rd, 5F-5),Granath, Johan,
TWTAP,ASSA ABLOY Hong Kong Ltd.,Taipei City (Chengde Rd, Datong District),Granath, Johan,
CNTAI,ASSA ABLOY Baodean (Taizhou) Security Technology,Taizhou (Jinqing, Luiqiao),Granath, Johan,
USTAL,PDS Sales US,Tallahasse, FL (West Tharpe St),Granath, Johan,
EETAL,ASSA ABLOY Baltic,Tallinn (Priisle),Granath, Johan,
MYJOH,ASSA ABLOY Opening Solutions Malaysia,Taman Austin Perdana,Granath, Johan,
MXMAL,Maltex S.A. de C.V.,Tamaulipas,Granath, Johan,
MXMTX,Ceco door Products,Tamaulipas,Granath, Johan,
FITAM,Abloy Locks,Tampere (Hatanpään valtatie),Granath, Johan,
FITAP,Certego Finland,Tampere (Viinikankatu),Granath, Johan,
MATAN,Lumar,Tanger (ZI de Moghogha),Baqueriza, Marian,
USKYR,PDS Sales US,Tempe, AZ (E 5th St),Granath, Johan,
NLTER,Alsta Nassau Netherlands,Terheijden (Bredaseweg),Granath, Johan,
MXTIJ,SDA Employees Mexico (ACD),Tijuana, BC (Blvd Diaz Ordaz),Granath, Johan,
MXTJN,Security Metal Products,Tijuana, BC (Prolongacion 'M' Juarez),Granath, Johan,
NZTIM,Pacific Door Systems Limited,Timaru (King St),Granath, Johan,
JPTOO,Hospitality Japan,Tokyo (3F Chitose Bldg),Granath, Johan,
JPVIG,ASSA ABLOY AB,Tokyo (Asashi Computer Building),Lu(IT), Kevin,
JPTOK,ASSA ABLOY Japan,Tokyo (Hamamatsucho Empress Bldg),Granath, Johan,
FITOR,Certego Finland,Tornio (Teollisuuskatu),Granath, Johan,
SETOH,BSI Prod Torslanda Sweden,Torslanda (Hangarvägen),Granath, Johan,
FRTOU,record Elevators Holding France (PACA),Toulouse (1 Rue de l'Auvergne),Granath, Johan,
PTTRA,Mrodrigues,Travasso (Rua do Raso),Baqueriza, Marian,
NOTOS,Certego Norway,Troms? (Troms?ysundveien),Granath, Johan,
NOTRL,Certego Norway,Trondheim (Nardovegen),Granath, Johan,
NOTRO,PDS Norway,Trondheim (Vegamot),Granath, Johan,
USTUC,Automatit,Tucson, AZ (N Oracle Rd),Granath, Johan,
USTUL,PS Ameristar US,Tulsa, OK (2026 N Mingo Rd),Granath, Johan,
FITUR,Abloy Locks,Turku (Ruukinkatu),Granath, Johan,
FITUK,Certego Finland,Turku (Satakunnantie),Granath, Johan,
PLKAT,BSI Poland,Tychy (Ul Browarowa),Granath, Johan,
PLMIK,Mercor Poland,Tychy (Ul Browarowa),Hemelik, Pavel,
INBLR,HID India Private Ltd IAM PACS,Ulsoor, Bangalore (Murphy Rd),Granath, Johan,
SEMEA,CERTEGO Sweden,Ume? (Backenvägen),Granath, Johan,
SEUME,record Sweden (RDS),Ume? (Maskingatan),Granath, Johan,
USUPP,BSI DB NA Diamond US,Upper Sandusky (Commerce Way),Granath, Johan,
SEUPP,CERTEGO Sweden,Uppsala (Fyrislundsgatan),Granath, Johan,
FIVAA,Certego Finland,Vaasa (Yrittäjänkatu 15),Nuorento, Markus,
FRVAL,record Elevators Holding France (PACA),Valbonne (route des Cr?tes),Granath, Johan,
FIESP,BSI Finland,Vantaa (Härkähaankuja 9),Granath, Johan,
FIVAM,Certego Finland,Vantaa (Rajatorpantie),Granath, Johan,
FIVAR,Abloy Locks,Varkaus (Kauppakatu 50),Granath, Johan,
BGVAR,ASSA ABLOY Opening Solutions Bulgaria Trading,Varna (Petko Staynov),Granath, Johan,
CAVDO,ABLOY Canada Inc.,Vaudreuil-Dorion (420 rue Aime-Vincent),Vienneau, Tony,
CAVAU,DSS Canada HDWE,Vaughan, ON (Four Valley Dr),Granath, Johan,
CAVAG,EM Pedestrian Sales Canada,Vaughan, ON (Racco Pkwy),Granath, Johan,
NLDER,IAI Industrial systems B.V.,Veldhoven (De Run),Granath, Johan,
CZVEL,PDS Sales Czech,Velká Dobrá (Lesní),Mrazek, Jaroslav,
USVEN,Pemko Manufacturing,Ventura, CA (Transport St),Granath, Johan,
DKBJO,Certego Denmark,Viby (Lykkesholms Allé),Granath, Johan,
CAVIC,Vigil,Victoria, BC,Stewart, Jeremy,
ATVIE,ASSA ABLOY Austria,Vienna (Hütteldorfer str),Granath, Johan,
FRVIL,Mul-T-Lock France,Villebon sur Yvette (Ave d'Ouessant),Granath, Johan,
FRVIM,record Elevators Holding France (PACA),Villeurbanne (35 rue Jules Guesde),Granath, Johan,
LTVIL,ASSA ABLOY Baltic,Vilnius (Ukmerges St),Granath, Johan,
VNVIN,AA Smart Product Vietnam,Vinh Phuc (Thien Ke Ward),Granath, Johan,
FRVOG,record Portes Automatiques France (RPA),Voglans (ZA rue de la Prairie),Granath, Johan,
SEDAT,CERTEGO Sweden,Väster?s (Kopparbergsvägen),Granath, Johan,
SEVST,CERTEGO Sweden,Väster?s (Pressverksgatan),Granath, Johan,
SEVAS,record Sweden (RDS),Västra Frölunda (Redegatan),Granath, Johan,
SEVXJ,CERTEGO Sweden,Växjö (Smedjegatan),Granath, Johan,
DEFRA,HID Global Gmbh Walluf,Walluf (Am Klingenweg),Granath, Johan,
PLWKA,Donimet Poland,Warka (ul. Gosniewska),Hemelik, Pavel,
PLWAZ,Hospitality Czech Republic,Warsaw (Byslavska 82),Granath, Johan,
PLWAR,Mercor Poland,Warsaw (Ilzecka),Granath, Johan,
PLWRZ,EMEIA Distribution Centre (NL),Warsaw (Ilzecka),Granath, Johan,
PLWAE,PDS Poland,Warsaw (ul. Annopol),Granath, Johan,
PLZIL,BSI Poland,Warszawa (Annopol 24),Mogra, Zahir,
NZWEA,Pacific Door Systems Limited,Wellington (Meachen St),Granath, Johan,
NZPET,ASSA ABLOY New Zealand,Wellington (Petone),Granath, Johan,
BEBRU,ASSA ABLOY Belgium Sales,Wemmel (Heide),Granath, Johan,
DEWEN,BSI Germany Wennigsen,Wennigsen (Gottlieb-Daimler-Str),Granath, Johan,
USBLU,SDA Sales US,West Chester, OH (Trade Center Dr),Granath, Johan,
USWSS,SDA Sales US,West Sacramento, CA (National Dr),Granath, Johan,
USWSV,SDA Sales US,West Valley City, UT (W Great Lakes Dr),Granath, Johan,
DEWIE,Hospitality Germany,Wiesbaden (Ostring),Granath, Johan,
UKWIL,Abloy UK,Willenhall (School St Portobello Works),Granath, Johan,
USWIN,PDS Sales US,Windsor (North Main Street),Granath, Johan,
AUWIN,ASSA ABLOY Australia Pty Ltd,Winnelie, NT,Granath, Johan,
UKWIN,BSI IDE UK,Winnington (Winnington Ave),Granath, Johan,
CAWIN,PDS Canada,Winnipeg, MB (Golspie St),Granath, Johan,
USWST,SDA Sales US,Winston-Salem, NC (165 Carriage Ct),Granath, Johan,
UKLWL,ActivIdentity Ltd,Woking (Duke Street),Granath, Johan,
UKWOK,EMEA Head Office,Woking (Duke Street),Granath, Johan,
UKWOC,ASSA ABLOY UK,Wolverhampton (Cannock Rd),Granath, Johan,
UKWOL,CLCS,Wolverhampton (Hilton Rd),Granath, Johan,
USWOO,record RAD US,Wood Dale (Balm Court),Granath, Johan,
CAASH,ASSA ABLOY Door Group, Inc.,Woodbridge, ON (Ashbridge Circle),Granath, Johan,
USWOP,IDT - InvoTech Systems,Woodland Hills,Lam, Kiet,
DEWUP,record Germany (RTW),Wuppertal (9 Otto-Wels-Str.),Granath, Johan,
CNWUX,FF Prod Metal Products China,Wuxi, Jiangsu Province,Granath, Johan,
CNWHX,FF Door Industry China,Wuxi, Jiangsu Province (Qinghua innovation),Granath, Johan,
CNZHO,Guli IG Export,Xiaolan, Zhongshan (Chrysanthemum Rd E),Granath, Johan,
KRILS,PDS BML South Korea,Yangju-si (Gamaksan-ro),Granath, Johan,
CNYAN,Yantai New Huasheng Industries Co., Ltd.,Yantai, Laishan District, Shandong Province,Granath, Johan,
ILYAV,Mul-T-Lock Technologies,Yavne (Ha Herut St),Granath, Johan,
AUYEN,BSI Monsoon Industries AU,Yennora (Orchardleigh Street),Granath, Johan,
CNDAS,Yingkou Pan Pan,Yingkou, Liaoning Province (Qiangou Village, Shuiyuan),Granath, Johan,
PLKAK,HID Global Gmbh Walluf,Zabierzów (ul. Krakowska),Granath, Johan,
PLKRA,Shared Tech Poland,Zabierzów (ul. Krakowska),Granath, Johan,
PLKRW,EMEA Head Office,Zabierzów (ul. Krakowska),Bäckman, Therese,
HRZAG,ASSA ABLOY Croatia,Zagreb (Strojarska),Granath, Johan,
MXJAZ,SDA Employees Mexico (ACD),Zapopan, Jalisco (Periferico Poniente),Granath, Johan,
MTBUL,HID Malta Limited,Zejtun (Bulebel Industrial Estate),Humeur, Michel,
PTAGU,Marques,Águeda (Zona Industrial da Alagoa),Baqueriza, Marian,
SEREB,CERTEGO Sweden,Örebro (Elementvägen 12),Granath, Johan,
SEORE,BSI Hold Sweden,Örebro (Radiatorvägen 11),Granath, Johan,
